LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
wing-post,noun,a1661,0,A carrier pigeon.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7910375469,http://www.oed.com/dictionary/wing-post_n
appendicing,adjective,1661,0,"Attached; hanging, suspended.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1072973254,http://www.oed.com/dictionary/appendicing_adj
caesura,verb,1661,0,transitive. To utter with a cæsura (ludicrously…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/8809379107,http://www.oed.com/dictionary/caesura_v
convenisse,noun,1661,0,A written agreement; a contract or covenant.,borrowing,,,Not in use,,law,https://doi.org/10.1093/OED/8142886512,http://www.oed.com/dictionary/convenisse_n
flip-flop,"noun, adjective, adverb",1661-,4,Any of various informal backless shoes; now esp…,compound,,,In current use,,,https://doi.org/10.1093/OED/2197551195,http://www.oed.com/dictionary/flip-flop_n
Levelry,noun,1661,0,The principles of the Levellers.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9218006339,http://www.oed.com/dictionary/levelry_n
Molochship,noun,1661,0,A mock title for a cruel or ruthless person.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1647134971,http://www.oed.com/dictionary/molochship_n
regicidation,noun,1661,0,"= regicide, n.²",derivative,,,Not in use,,,https://doi.org/10.1093/OED/7576735722,http://www.oed.com/dictionary/regicidation_n
synaloepha,verb,1661,0,(transitive) to contract by synaloepha (in quot…,conversion,,,Not in use,,language/linguistics/grammar,https://doi.org/10.1093/OED/8834204111,http://www.oed.com/dictionary/synaloepha_v
Turkic,"adjective, noun",1661-,4,Designating a large group of closely related…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1066163727,http://www.oed.com/dictionary/turkic_adj
raise-devil,adjective,c1661,0,That raises the devil.,compound,,,Not in use,,,https://doi.org/10.1093/OED/2880699994,http://www.oed.com/dictionary/raise-devil_adj
break gap,noun,1662,0,That which opens a gap or passage; (in quot. in…,compound,,,Not in use,,,https://doi.org/10.1093/OED/8942922028,http://www.oed.com/dictionary/break-gap_n
bullion-heretic,noun,1662,0,Someone who conforms to the doctrine and…,compound,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/3948392787,http://www.oed.com/dictionary/bullion-heretic_n
dripplekie,noun,1662,0,"A very small drop, a driblet.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7634125835,http://www.oed.com/dictionary/dripplekie_n
jobler,noun,1662,0,A person who does odd jobs or small pieces of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5409340103,http://www.oed.com/dictionary/jobler_n
surcingler,noun,1662,0,"One who wears a surcingle, a member of the clergy.",derivative,,,Not in use,,"crafts and trades/costume, religion and belief/religion",https://doi.org/10.1093/OED/1169678415,http://www.oed.com/dictionary/surcingler_n
tother-day,adjective,1662,0,"(See tother, pron. II.6c), that happened or…",compound,,,Not in use,,,https://doi.org/10.1093/OED/5826335512,http://www.oed.com/dictionary/tother-day_adj
inobligality,noun,a1663-,0,The quality of not being obligatory.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1147128700,http://www.oed.com/dictionary/inobligality_n
cynarctomachy,noun,1663-,1,Fighting of dogs and bears; bear-baiting.,borrowing,,,In current use,,sport and leisure/sport/blood sports,https://doi.org/10.1093/OED/8360435483,http://www.oed.com/dictionary/cynarctomachy_n
discriminator,noun,1663-,4,A person who perceives or notes distinctions or…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4585883324,http://www.oed.com/dictionary/discriminator_n
inscruple,verb,1663,0,transitive. To possess with scruples.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7370976651,http://www.oed.com/dictionary/inscruple_v
jingo,"interjection, noun, adjective",1663-,3,colloquial. by jingo: used to emphasize an…,arbitrary,,,In current use,,military,https://doi.org/10.1093/OED/3829123084,http://www.oed.com/dictionary/jingo_int
needle-alphabet,noun,1663,0,A sampler consisting of embroidered letters of…,compound,,,Not in use,,language/cryptography,https://doi.org/10.1093/OED/1711807930,http://www.oed.com/dictionary/needle-alphabet_n
reformling,noun,1663,0,An amended pamphlet.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5854240783,http://www.oed.com/dictionary/reformling_n
swashado,noun,1663,0,A swashbuckler.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1130810810,http://www.oed.com/dictionary/swashado_n
tory-rory,"adjective, adverb, interjection, noun",1663-,0,Originally: that is a supporter of Charles II and…,variant,,"disparaging, historical",In current use,,politics/British politics,https://doi.org/10.1093/OED/2424395343,http://www.oed.com/dictionary/tory-rory_adj
arse,verb,1664-,3,to arse about. intransitive. To turn around so…,conversion,,colloquial and slang,In current use,"Britain and Ireland/British English, Britain and Ireland/Irish English",,https://doi.org/10.1093/OED/4869010847,http://www.oed.com/dictionary/arse_v
engotish,verb,1664,0,transitive. To class or designate as ‘Gothic’.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1193130632,http://www.oed.com/dictionary/engotish_v
Israelism,noun,1664-,0,Belief in or advocacy of any theory that a…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1204729432,http://www.oed.com/dictionary/israelism_n
shrowardly,adverb,1664-,0,"= shrewdly, adv.",compound,,,In current use,,,https://doi.org/10.1093/OED/5023661006,http://www.oed.com/dictionary/shrowardly_adv
stalk-hound,noun,1664,0,A dog used in stalking game (in quot. figurative).,compound,,,Not in use,,,https://doi.org/10.1093/OED/2485236551,http://www.oed.com/dictionary/stalk-hound_n
throateral,adjective,1664,0,Guttural.,compound,,,Not in use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/7476706324,http://www.oed.com/dictionary/throateral_adj
worthship,noun,1664-,2,The condition of being worthy or deserving; worthiness.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1002393874,http://www.oed.com/dictionary/worthship_n
cut-air,noun,1665,0,"The largest vein of a fly's wing, which forms the…",compound,,,Not in use,,sciences/life sciences/animals/invertebrates/insects,https://doi.org/10.1093/OED/4602608282,http://www.oed.com/dictionary/cut-air_n
disuniversity,verb,1665,0,transitive. To deprive of a university.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2954795293,http://www.oed.com/dictionary/disuniversity_v
fine-draw,verb,1665-,1,transitive. To draw or sew together (two pieces…,compound,,,In current use,,crafts and trades/textiles/needlework,https://doi.org/10.1093/OED/3579401797,http://www.oed.com/dictionary/fine-draw_v
survene,verb,1665-1716,0,"intransitive. = supervene, v. 1.",variant,,,Not in use,,,https://doi.org/10.1093/OED/3507685545,http://www.oed.com/dictionary/survene_v
syncopated,adjective,1665-,4,Music. Characterized by syncopation.,borrowing,,,In current use,,arts/performing arts/music,https://doi.org/10.1093/OED/8281178802,http://www.oed.com/dictionary/syncopated_adj
Trojanry,noun,1665-,0,Body or company of Trojans.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7762259605,http://www.oed.com/dictionary/trojanry_n
crack-groat,noun,1666,0,A damaged groat; a coin of very little value. Cf…,compound,,,Not in use,,,https://doi.org/10.1093/OED/5869192282,http://www.oed.com/dictionary/crack-groat_n
futurality,noun,1666-,0,The quality or condition of being in or of the…,derivative,,,In current use,,language/linguistics/grammar,https://doi.org/10.1093/OED/4291765923,http://www.oed.com/dictionary/futurality_n
expressionist,"noun, adjective",1667-,4,"An artist, composer, writer, etc., whose work…",derivative,,,In current use,,arts,https://doi.org/10.1093/OED/1082492639,http://www.oed.com/dictionary/expressionist_n
letter-struck,adjective,1667,0,Smitten with love of literature and learning.,compound,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/8619134852,http://www.oed.com/dictionary/letter-struck_adj
mortifer,noun,1667,0,A bringer of death.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/5286964558,http://www.oed.com/dictionary/mortifer_n
self-left,adjective,1667,0,Left to oneself or itself; left alone.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1837110901,http://www.oed.com/dictionary/self-left_adj
disdeserve,verb,1668-,0,transitive. To do the reverse of deserving; to…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1158990005,http://www.oed.com/dictionary/disdeserve_v
mimo-prophet,noun,1668,0,A mock or pretended prophet.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3440076691,http://www.oed.com/dictionary/mimo-prophet_n
non-surrective,adjective,1668,0,Incapable of getting up.,borrowing,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/2784628300,http://www.oed.com/dictionary/non-surrective_adj
deputator,noun,1669-,1,One who deputes another to act for him or her.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7497490790,http://www.oed.com/dictionary/deputator_n
flatus,noun,1669-,4,Pathology. An accumulation or development of wind…,borrowing,,,In current use,,sciences/medicine/pathology,https://doi.org/10.1093/OED/5614227893,http://www.oed.com/dictionary/flatus_n
consciuncle,noun,a1670,0,A minute or hair-splitting conscience.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2395008504,http://www.oed.com/dictionary/consciuncle_n
laityship,noun,1670-,0,The position or personality of one of the laity…,derivative,,humorous,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/1945461673,http://www.oed.com/dictionary/laityship_n
magistricide,noun,1670,0,A person who kills his or her master or teacher.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7954898461,http://www.oed.com/dictionary/magistricide_n
padronage,noun,1670,0,"= padronancy, n.",borrowing,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/5332316460,http://www.oed.com/dictionary/padronage_n
padronancy,noun,1670,0,The office and duties of the prime minister of…,borrowing,,,Not in use,,religion and belief/religion/Christianity/Roman Catholic Church,https://doi.org/10.1093/OED/1003409729,http://www.oed.com/dictionary/padronancy_n
padronship,noun,1670,0,"= padronancy, n.",derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/5530379691,http://www.oed.com/dictionary/padronship_n
pregustator,noun,1670-,0,Esp. in ancient Rome: a person whose function is…,borrowing,,historical,In current use,,history/ancient history/classical history/Roman history,https://doi.org/10.1093/OED/8483830084,http://www.oed.com/dictionary/pregustator_n
protoquamquam,noun,1670,0,A chief clerk or notary.,borrowing,,humorous,Not in use,,law,https://doi.org/10.1093/OED/1103157170,http://www.oed.com/dictionary/protoquamquam_n
text divider,noun,1670-,0,"A mark, symbol, typographical feature, etc., used…",compound,,,In current use,,,https://doi.org/10.1093/OED/2492046102,http://www.oed.com/dictionary/text-divider_n
beef-eat,verb,1671,0,"(Cf. beefeater, n.)",backformation,,,Not in use,,,https://doi.org/10.1093/OED/9403629815,http://www.oed.com/dictionary/beef-eat_v
chicane,verb,1671-,2,intransitive. To use deception or subterfuge to…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5918226193,http://www.oed.com/dictionary/chicane_v
conventer,noun,1671,0,"A person who lives in a convent; a monk, nun, etc.",derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1039052909,http://www.oed.com/dictionary/conventer_n2
crusado,verb,1671,0,transitive. To mark (a person) with the cross…,conversion,,historical,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/7288992977,http://www.oed.com/dictionary/crusado_v
excommon,verb,1671,0,"= discommon, v. (see quot. 1671).",derivative,,,Not in use,,,https://doi.org/10.1093/OED/7552174707,http://www.oed.com/dictionary/excommon_v
gum-stake,noun,1671,0,A tooth.,compound,,,Not in use,,sciences/medicine/anatomy,https://doi.org/10.1093/OED/9548142012,http://www.oed.com/dictionary/gum-stake_n
virtuoso-mastix,noun,1671,0,A person who is hostile to scholars. Cf…,compound,,,Not in use,,,https://doi.org/10.1093/OED/6098066534,http://www.oed.com/dictionary/virtuoso-mastix_n
disghibelline,verb,1672,0,"transitive. To distinguish, as a Guelph from a…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/8234583264,http://www.oed.com/dictionary/disghibelline_v
disoccident,verb,1672-3,0,transitive. To throw out of his or her reckoning…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1121650934,http://www.oed.com/dictionary/disoccident_v
dissubjection,noun,1672,0,The opposite of subjection; disobedience.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2190040258,http://www.oed.com/dictionary/dissubjection_n
gallantify,verb,1672,0,transitive (in passive). To be beaten or thrashed…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7994243280,http://www.oed.com/dictionary/gallantify_v
packishness,noun,1672,0,The condition or quality of being a pack.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1717712197,http://www.oed.com/dictionary/packishness_n
scarlatical,adjective,1672,0,Having the prejudices characteristic of those who…,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/4122740805,http://www.oed.com/dictionary/scarlatical_adj
turnpike,verb,1672-,0,transitive. To erect turnpikes on (a road); to…,conversion,,historical,In current use,,,https://doi.org/10.1093/OED/8065004746,http://www.oed.com/dictionary/turnpike_v
cabinetwork,noun,1673-,0,Cabinets collectively; a collection of cabinets…,compound,,,In current use,,crafts and trades/woodworking,https://doi.org/10.1093/OED/8284074887,http://www.oed.com/dictionary/cabinetwork_n
orifacture,noun,1673,0,The action of making with the mouth.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6575682307,http://www.oed.com/dictionary/orifacture_n
threnothriambics,noun,1673-,0,Verses in which lamentation and triumph are combined.,borrowing,,humorous,In current use,,,https://doi.org/10.1093/OED/6140927468,http://www.oed.com/dictionary/threnothriambics_n
twenty-four,noun,1673-,5,A sheet folded into 24 leaves; a form of type for…,compound,,,In current use,,crafts and trades/printing and typography,https://doi.org/10.1093/OED/6390676946,http://www.oed.com/dictionary/twenty-four_n
we-ship,noun,1673-,0,"his we-ship, a mock title applied to a writer who…",derivative,,,In current use,,,https://doi.org/10.1093/OED/4836345601,http://www.oed.com/dictionary/we-ship_n
cloakatively,adverb,1674,0,Superficially.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8734358601,http://www.oed.com/dictionary/cloakatively_adv
dustling,noun,1674,0,"A small grain or particle; cf. dust, n.¹ 2a.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/7847659132,http://www.oed.com/dictionary/dustling_n
everywayness,noun,1674,0,The quality of extending in every direction.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1094778378,http://www.oed.com/dictionary/everywayness_n
hardfastness,noun,1674,0,Density.,compound,,,Not in use,,,https://doi.org/10.1093/OED/5882946920,http://www.oed.com/dictionary/hardfastness_n
inmostness,noun,1674-,0,"The inmost essence or nature (cf. inwardness, n.).",derivative,,,In current use,,,https://doi.org/10.1093/OED/4906758359,http://www.oed.com/dictionary/inmostness_n
