LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
ante-Noahite,noun,1810,0,A person from before the time of Noah.,,,,Not in use,,,https://doi.org/10.1093/OED/2870061852,http://www.oed.com/dictionary/ante-noahite_n
grammaticalize,verb,1810-,3,Linguistics. transitive (in passive) and…,derivative,,,In current use,,language/linguistics/grammar,https://doi.org/10.1093/OED/7858727761,http://www.oed.com/dictionary/grammaticalize_v
iotal,adjective,1810-,2,Existing with respect to every iota; absolute in…,derivative,,,In current use,,,https://doi.org/10.1093/OED/3335528423,http://www.oed.com/dictionary/iotal_adj
sootiman,noun,1810-,0,A chimney-sweep.,compound,,,In current use,,,https://doi.org/10.1093/OED/8125078456,http://www.oed.com/dictionary/sootiman_n
stone-drop,noun,1810-,1,Poetic name for a stalactite.,compound,,,In current use,,,https://doi.org/10.1093/OED/1089273895,http://www.oed.com/dictionary/stone-drop_n
cherryry,noun,1811-,0,A garden or collection of cherry-trees. Cf…,derivative,,,In current use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/1338452611,http://www.oed.com/dictionary/cherryry_n
co-peer,noun,1811-,1,A fellow-peer.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7819358740,http://www.oed.com/dictionary/co-peer_n
fine-ladically,adverb,1811,0,In the manner of a fine lady.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1015761845,http://www.oed.com/dictionary/fine-ladically_adv
husband-field,noun,1811,0,A cultivated field.,compound,,,Not in use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/1086416025,http://www.oed.com/dictionary/husband-field_n
metamorphosical,adjective,1811,0,Changeable.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3041829856,http://www.oed.com/dictionary/metamorphosical_adj
typographize,verb,1811-,0,"(transitive) to treat typographically, to…",,,,In current use,,crafts and trades/printing and typography,https://doi.org/10.1093/OED/3966214028,http://www.oed.com/dictionary/typographize_v
buckramize,verb,1812-,0,To buckram. figurative.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1112260107,http://www.oed.com/dictionary/buckramize_v
Cincinnatian,adjective,1812-,2,Like that of Cincinnatus.,proper name,,,In current use,,,https://doi.org/10.1093/OED/1143974284,http://www.oed.com/dictionary/cincinnatian_adj1
democratifiable,adjective,1812,0,Capable of being persuaded to advocate or support…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8319424652,http://www.oed.com/dictionary/democratifiable_adj
hodded,adjective,1812-,1,Bearing a hod.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9290444109,http://www.oed.com/dictionary/hodded_adj
nihili-parturient,adjective,1812,0,Producing nothing.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/8430149834,http://www.oed.com/dictionary/nihili-parturient_adj
parsonet,noun,1812-77,0,A parson's child.,derivative,,humorous,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/7494602533,http://www.oed.com/dictionary/parsonet_n
perspective,verb,1812-,3,transitive. To set or lay out in perspective…,conversion,,,In current use,,,https://doi.org/10.1093/OED/5840679998,http://www.oed.com/dictionary/perspective_v
polygrammar,noun,1812,0,A grammar of several different languages.,compound,,,Not in use,,language/linguistics/grammar,https://doi.org/10.1093/OED/2204525643,http://www.oed.com/dictionary/polygrammar_n
whisker,verb,1812-,3,(transitive) to furnish with whiskers.,conversion,,,In current use,,,https://doi.org/10.1093/OED/1134997162,http://www.oed.com/dictionary/whisker_v
airline,noun,1813-,5,An air transport service; a regular succession of…,compound,,,In current use,,transport/aviation,https://doi.org/10.1093/OED/1930924011,http://www.oed.com/dictionary/airline_n
cosmopolicy,noun,1813-,1,"= cosmopolitism, n.",blend,,,In current use,,,https://doi.org/10.1093/OED/3626009862,http://www.oed.com/dictionary/cosmopolicy_n
making-as-if,noun,1813-,0,"Pretence, make-believe.",compound,,,In current use,,,https://doi.org/10.1093/OED/3676126510,http://www.oed.com/dictionary/making-as-if_n
neal-fire,noun,1813,0,Annealing fire (figurative in quot. 1813).,compound,,,Not in use,,,https://doi.org/10.1093/OED/1632841409,http://www.oed.com/dictionary/neal-fire_n
teetotumism,noun,1813-,0,The condition of being ‘in a whirl’ like a teetotum.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9037880160,http://www.oed.com/dictionary/teetotumism_n
animability,noun,1814,0,The ability to experience sensations…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2324673811,http://www.oed.com/dictionary/animability_n
bony,verb,1814,0,transitive. To cause to resemble bone; to harden.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1012801634,http://www.oed.com/dictionary/bony_v
cloacinean,adjective,1814-,0,"= cloacinal, adj.",,,,In current use,,,https://doi.org/10.1093/OED/6870435487,http://www.oed.com/dictionary/cloacinean_adj
connubiate,verb,1814-,1,To get married.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7440404245,http://www.oed.com/dictionary/connubiate_v
cravat,verb,1814-,3,"transitive. To encircle (the neck, throat, etc.)…",conversion,,,In current use,,crafts and trades/costume,https://doi.org/10.1093/OED/5455151717,http://www.oed.com/dictionary/cravat_v
debind,verb,1814,0,To bind down. (Put by Scott into the mouth of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3274125874,http://www.oed.com/dictionary/debind_v
employee,noun,1814-,7,A person who works for an employer; spec. a…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7018874683,http://www.oed.com/dictionary/employee_n1
gastrophilanthropist,noun,1814-,0,A benevolent purveyor for the appetites of others.,compound,,,In current use,,,https://doi.org/10.1093/OED/5660090248,http://www.oed.com/dictionary/gastrophilanthropist_n
gougee,noun,1814-,0,A victim of gouging.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1723262859,http://www.oed.com/dictionary/gougee_n
interlapidate,verb,1814-,0,transitive. To fit in between each other like…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9544588042,http://www.oed.com/dictionary/interlapidate_v
meteorosophistical,adjective,1814,0,Ingeniously or elaborately sophistical.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/8251675724,http://www.oed.com/dictionary/meteorosophistical_adj
pleistodox,adjective,1814,0,Holding the opinion of the majority.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7813692159,http://www.oed.com/dictionary/pleistodox_adj
rattlesnake,verb,1814-,3,transitive. To deceive or trick.,conversion,,,In current use,,,https://doi.org/10.1093/OED/8123082825,http://www.oed.com/dictionary/rattlesnake_v
surpliceman,noun,1814-,0,A clergyman.,compound,,,In current use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/5901693248,http://www.oed.com/dictionary/surpliceman_n
talismantic,adjective,1814-,0,Talismanic.,blend,,,In current use,,religion and belief/belief systems and practices/occult,https://doi.org/10.1093/OED/4597683993,http://www.oed.com/dictionary/talismantic_adj
cataballitive,adjective,1816-,0,Tending to throw down.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1077795599,http://www.oed.com/dictionary/cataballitive_adj
curiology,noun,1816-,0,Representation by curiologic symbols.,,,,In current use,,,https://doi.org/10.1093/OED/1060567551,http://www.oed.com/dictionary/curiology_n
deoculate,verb,1816-,1,"transitive. To deprive of eyes, or of eyesight.",borrowing,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/1031755525,http://www.oed.com/dictionary/deoculate_v
hierophobia,noun,1816-,1,Fear or horror of sacred things or persons.,compound,,,In current use,,,https://doi.org/10.1093/OED/4466874144,http://www.oed.com/dictionary/hierophobia_n
madly,adjective,1816,0,Characteristic of a mad person.,derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/6964743847,http://www.oed.com/dictionary/madly_adj
mastigophoric,adjective,1816-,1,"Biology. = mastigophoran, adj.",borrowing,,humorous,In current use,,sciences/life sciences/microbiology,https://doi.org/10.1093/OED/3236222911,http://www.oed.com/dictionary/mastigophoric_adj
papa-prelatist,noun,1816,0,A supporter of prelates who behave papally.,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1757440732,http://www.oed.com/dictionary/papa-prelatist_n
proflated,adjective,1816,0,Of the cheeks or mouth: puffed up with air.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3005562715,http://www.oed.com/dictionary/proflated_adj
Prometheically,adverb,1816,0,In the manner of Prometheus.,proper name,,,Not in use,,,https://doi.org/10.1093/OED/9536240537,http://www.oed.com/dictionary/prometheically_adv
teleologic,"adjective, noun",1816-,3,"Relating to a goal, end, or final cause; of or…",derivative,,,In current use,,"philosophy, religion and belief/religion/Christianity",https://doi.org/10.1093/OED/1213237717,http://www.oed.com/dictionary/teleologic_adj
temperal,adjective,1816-,2,"Of, pertaining to, or resulting from tempering.",derivative,,,In current use,,,https://doi.org/10.1093/OED/6953973341,http://www.oed.com/dictionary/temperal_adj
contra-vote,verb,1817-,0,To vote against or for the opposite side.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7414702766,http://www.oed.com/dictionary/contra-vote_v
demulceate,verb,1817,0,"= demulce, v.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1186480211,http://www.oed.com/dictionary/demulceate_v
habeas corpus,verb,1817-,2,(transitive) to remove or transport as if by a…,conversion,,,In current use,,law,https://doi.org/10.1093/OED/1168188059,http://www.oed.com/dictionary/habeas-corpus_v
mono-sentence,noun,1817-,0,A brief or insufficient sentence.,compound,,,In current use,,,https://doi.org/10.1093/OED/8239343897,http://www.oed.com/dictionary/mono-sentence_n
mysterizingness,noun,1817,0,The tendency in a person to make mysteries of things.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6873558406,http://www.oed.com/dictionary/mysterizingness_n
nasoductility,noun,1817-25,0,Capacity for being led by the nose.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7813503313,http://www.oed.com/dictionary/nasoductility_n
noometry,noun,1817,0,The measurement of the mind.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3336709439,http://www.oed.com/dictionary/noometry_n
oenogen,noun,1817,0,The vapour from a wine that carries its aroma.,,,,Not in use,,,https://doi.org/10.1093/OED/6023684984,http://www.oed.com/dictionary/oenogen_n
over-living,noun,1817,0,Living in too self-indulgent a manner.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9544557272,http://www.oed.com/dictionary/over-living_n
pneumatico-hedonistics,noun,1817,0,In the writings of Jeremy Bentham: the branch of…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1365116610,http://www.oed.com/dictionary/pneumatico-hedonistics_n
praying-jenny,noun,1817,0,A prayer wheel.,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/5458506508,http://www.oed.com/dictionary/praying-jenny_n
second scent,noun,1817-,1,"After second sight, n.: cf quot.",compound,,,In current use,,,https://doi.org/10.1093/OED/1164247132,http://www.oed.com/dictionary/second-scent_n
stentorship,noun,1817-,0,The function of a stentor.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2617046854,http://www.oed.com/dictionary/stentorship_n
whiggological,adjective,1817,0,Relating to or influenced by Whig principles; Whiggish.,derivative,,"disparaging, humorous",Not in use,,politics/British politics,https://doi.org/10.1093/OED/4505503406,http://www.oed.com/dictionary/whiggological_adj
whipship,noun,1817-,0,The post of a parliamentary ‘whip’.,derivative,,humorous,In current use,,politics/parliament,https://doi.org/10.1093/OED/6096653652,http://www.oed.com/dictionary/whipship_n
woodcock,verb,1817-,1,(intransitive) to act like a woodcock (see quot…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1056070571,http://www.oed.com/dictionary/woodcock_v
Cacotopia,noun,1818-,1,"(See quot. 1818, where Utopia ‘nowhere’ seems to…",compound,,,In current use,,,https://doi.org/10.1093/OED/1563707287,http://www.oed.com/dictionary/cacotopia_n
craniopolis,noun,1818-,0,A city of skulls.,,,,In current use,,,https://doi.org/10.1093/OED/1125218904,http://www.oed.com/dictionary/craniopolis_n
crescented,adjective,1818-,2,Formed as a crescent or new moon.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2374880357,http://www.oed.com/dictionary/crescented_adj
delatorian,adjective,1818-,0,Of informers or spies.,derivative,,,In current use,,,https://doi.org/10.1093/OED/6488655224,http://www.oed.com/dictionary/delatorian_adj
executioneering,adjective,1818-,1,That is employed in executions (of criminals).,derivative,,,In current use,,,https://doi.org/10.1093/OED/5655136746,http://www.oed.com/dictionary/executioneering_adj
flatter-blind,verb,1818-,0,transitive. To flatter so as to make blind; to…,compound,,,In current use,,,https://doi.org/10.1093/OED/3842360119,http://www.oed.com/dictionary/flatter-blind_v
forest,verb,1818-,4,"transitive. To plant with trees, convert into a forest.",conversion,,,In current use,,agriculture and horticulture/forestry,https://doi.org/10.1093/OED/7838324140,http://www.oed.com/dictionary/forest_v
gordian,verb,1818,0,transitive. To tie in a Gordian knot.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/5092591015,http://www.oed.com/dictionary/gordian_v
monitor,verb,1818-,6,"transitive. gen. To observe, supervise, or keep…",conversion,,,In current use,,technology/telecommunications/broadcasting,https://doi.org/10.1093/OED/5756413616,http://www.oed.com/dictionary/monitor_v
non-answer,verb,1818-,1,transitive. To utter as an inadequate answer.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4465691337,http://www.oed.com/dictionary/non-answer_v
poliad,noun,1818,0,A nymph who inhabits a city.,borrowing,,,Not in use,,religion and belief/mythology/classical mythology,https://doi.org/10.1093/OED/9629133930,http://www.oed.com/dictionary/poliad_n
practicalize,verb,1818-,2,transitive. To render practical.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4668509361,http://www.oed.com/dictionary/practicalize_v
sans-pareilly,adjective,1818-,0,Unexampled.,compound,,,In current use,,,https://doi.org/10.1093/OED/6091229166,http://www.oed.com/dictionary/sans-pareilly_adj
sexual rights,noun,1818-,3,The rights of individuals to control and make…,compound,,,In current use,,,https://doi.org/10.1093/OED/9252877900,http://www.oed.com/dictionary/sexual-rights_n
theist,noun,c1818-,3,A person given to immoderate tea-drinking.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8074639772,http://www.oed.com/dictionary/theist_n2
crepidarian,adjective,1819-,1,Of or pertaining to a shoemaker.,borrowing,,,In current use,,crafts and trades/costume/shoes,https://doi.org/10.1093/OED/8837819282,http://www.oed.com/dictionary/crepidarian_adj
detonsure,noun,1819-,0,"Shaving, polling. (affected or humorous.)",borrowing,,humorous,In current use,,crafts and trades/hairdressing,https://doi.org/10.1093/OED/9759023918,http://www.oed.com/dictionary/detonsure_n
dictionary-proof,adjective,1819-,0,†a. (Apparently) of proven ability through having…,compound,,,In current use,,,https://doi.org/10.1093/OED/5551607769,http://www.oed.com/dictionary/dictionary-proof_adj
discursative,adjective,1819,0,That tends to pass from one object of thought to…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1059378059,http://www.oed.com/dictionary/discursative_adj
emicatious,adjective,1819-,0,That shines or glitters.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8291172501,http://www.oed.com/dictionary/emicatious_adj
fricatory,adjective,1819-,0,figurative. That rubs or ‘rubs down’.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1173452840,http://www.oed.com/dictionary/fricatory_adj
lack-stock,noun,1819-,0,One who has no money in stocks.,compound,,,In current use,,,https://doi.org/10.1093/OED/1134602550,http://www.oed.com/dictionary/lack-stock_n
monkey-man,noun,1819-,2,Chiefly derogatory. A man likened to or supposed…,compound,,"colloquial and slang, derogatory",In current use,North American English/U.S. English,,https://doi.org/10.1093/OED/2148026180,http://www.oed.com/dictionary/monkey-man_n
philogalist,noun,1819,0,"= philofelist, n.",,,,Not in use,,sciences/life sciences/animals,https://doi.org/10.1093/OED/9959168814,http://www.oed.com/dictionary/philogalist_n
piminy,"noun, adjective",1819-90,0,Perhaps: something expressive of affectation or vanity.,shortening,,,Not in use,,,https://doi.org/10.1093/OED/2959780741,http://www.oed.com/dictionary/piminy_n
plumification,noun,1819-41,0,The fact or process of being tarred and feathered…,borrowing,,,Not in use,,sciences/life sciences/animals/birds,https://doi.org/10.1093/OED/1059488087,http://www.oed.com/dictionary/plumification_n
quadrille,verb,1819-,2,intransitive. To dance a quadrille. Also in…,conversion,,,In current use,,arts/performing arts/dance,https://doi.org/10.1093/OED/1838296674,http://www.oed.com/dictionary/quadrille_v2
rappee,noun,1819,0,A person who raps or knocks; a rapper.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3221932811,http://www.oed.com/dictionary/rappee_n2
scutigeral,adjective,1819-,1,Pertaining to a squire.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1087295965,http://www.oed.com/dictionary/scutigeral_adj
stumble-block,verb,1819-,0,transitive. To put stumbling-blocks in the way of.,conversion,,,In current use,,,https://doi.org/10.1093/OED/6411233743,http://www.oed.com/dictionary/stumble-block_v
transparish,verb,1819-,0,transitive. To transport beyond the parish.,derivative,,humorous,In current use,,,https://doi.org/10.1093/OED/1104965954,http://www.oed.com/dictionary/transparish_v
wart,verb,1819-,2,transitive. To form a wart-like excrescence on.,conversion,,,In current use,,,https://doi.org/10.1093/OED/7429164027,http://www.oed.com/dictionary/wart_v
ising-star,noun,a1820-,1,A shining piece of ‘isinglass’ or mica.,compound,,,In current use,,,https://doi.org/10.1093/OED/2604942214,http://www.oed.com/dictionary/ising-star_n
break-covert,adjective,1820,0,That breaks covert; that starts forth from a…,compound,,poetic and literary,Not in use,,"sport and leisure/hunting, fishing, and shooting/hunting",https://doi.org/10.1093/OED/3875714283,http://www.oed.com/dictionary/break-covert_adj
catamaran,verb,1820-,2,To blow up with a catamaran. Also figurative.,conversion,,,In current use,,,https://doi.org/10.1093/OED/7531838846,http://www.oed.com/dictionary/catamaran_v
cirque-couchant,noun,1820-,1,Lying coiled up in circles.,compound,,,In current use,,,https://doi.org/10.1093/OED/7690111684,http://www.oed.com/dictionary/cirque-couchant_n
constitutioning,noun,1820-,1,Making of constitutions.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4228817578,http://www.oed.com/dictionary/constitutioning_n
creationist,"noun, adjective",1820-,4,A believer in or advocate of creationism…,derivative,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/7708482130,http://www.oed.com/dictionary/creationist_n
delphinestrian,noun,1820-,0,A rider on a dolphin.,borrowing,,,In current use,,sport and leisure/horses and riding,https://doi.org/10.1093/OED/7519835433,http://www.oed.com/dictionary/delphinestrian_n
eye-dawn,noun,1820,0,The dawn or first appearance (of a feeling) in the eye.,compound,,poetic and literary,Not in use,,,https://doi.org/10.1093/OED/9721990464,http://www.oed.com/dictionary/eye-dawn_n
molendinar,"adjective, noun",1820-28,0,Of or relating to a mill or miller.,borrowing,,humorous,Not in use,,sciences/medicine/anatomy,https://doi.org/10.1093/OED/6749318734,http://www.oed.com/dictionary/molendinar_adj
molendinary,"adjective, noun",1820-77,0,"Of, belonging to, or relating to a mill.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1017473629,http://www.oed.com/dictionary/molendinary_adj
obolary,adjective,1820,0,Possessing or able to contribute only obols or…,derivative,,,Not in use,,crafts and trades/coins and banknotes,https://doi.org/10.1093/OED/1256240872,http://www.oed.com/dictionary/obolary_adj
onionet,noun,1820,0,A small onion.,derivative,,,Not in use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/2815705093,http://www.oed.com/dictionary/onionet_n
pitchering,noun,1820-,0,"English regional (northern, esp. Yorkshire)…",derivative,,historical,In current use,Britain and Ireland/British English/English regional/English regional (northern)/English regional (Yorkshire),,https://doi.org/10.1093/OED/9012017992,http://www.oed.com/dictionary/pitchering_n
poesy,verb,1820,0,intransitive. To produce poetry. In quot. figurative.,conversion,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/1107954359,http://www.oed.com/dictionary/poesy_v
prosopologist,noun,1820,0,A person who studies the face or facial features.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7706786240,http://www.oed.com/dictionary/prosopologist_n
Queenomania,noun,1820,0,Devotion to the cause of Queen Caroline…,compound,,,Not in use,,,https://doi.org/10.1093/OED/4365350963,http://www.oed.com/dictionary/queenomania_n
reskin,verb,1820-,2,transitive. In vehicle repair or design: to…,derivative,,,In current use,,"transport/aviation, transport/motoring",https://doi.org/10.1093/OED/1087013320,http://www.oed.com/dictionary/reskin_v
respectance,noun,1820,0,"= respect, n.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4378229685,http://www.oed.com/dictionary/respectance_n
rhabdosophy,noun,1820,0,The practice of gesturing with one's cane or…,compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/1113865973,http://www.oed.com/dictionary/rhabdosophy_n
specimenify,verb,1820,0,transitive. To select (something) as a specimen…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1869927054,http://www.oed.com/dictionary/specimenify_v
staffian,adjective,1820,0,Suitable for making staffs.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4952062271,http://www.oed.com/dictionary/staffian_adj
transnihilation,noun,1820,0,Transformation (of nothing) into nothings.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4976546910,http://www.oed.com/dictionary/transnihilation_n
rubberize,verb,?1820,0,intransitive. Apparently: to play a rubber or…,derivative,,,Not in use,,sport and leisure/games/cards/whist,https://doi.org/10.1093/OED/1471864839,http://www.oed.com/dictionary/rubberize_v1
ruffy-tuffy,adjective,a1821,0,Dishevelled.,compound,,,Not in use,,crafts and trades/hairdressing,https://doi.org/10.1093/OED/2409937568,http://www.oed.com/dictionary/ruffy-tuffy_adj
