LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
midwifer,noun,1825,0,"A male midwife; = man-midwife, n.",derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/1082470513,http://www.oed.com/dictionary/midwifer_n
monodistich,noun,1825-,1,A distich forming a complete poem.,compound,,,In current use,,,https://doi.org/10.1093/OED/1178120219,http://www.oed.com/dictionary/monodistich_n
odouret,noun,1825,0,A faint smell.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3827717087,http://www.oed.com/dictionary/odouret_n
pantiler,noun,1825-89,0,derogatory. A member of a Nonconformist…,derivative,,"derogatory, historical",Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/4640088299,http://www.oed.com/dictionary/pantiler_n
pedoeuvre,noun,1825,0,A planned movement or action performed with the feet.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7048847214,http://www.oed.com/dictionary/pedoeuvre_n
port,verb,1825,0,transitive with it as object. To drink port.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/4052651235,http://www.oed.com/dictionary/port_v5
prideling,noun,1825,0,A proud young person.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8567273636,http://www.oed.com/dictionary/prideling_n
punctilionist,noun,1825,0,A punctilious person.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6627898727,http://www.oed.com/dictionary/punctilionist_n
riding lamp,noun,1825-,1,†a. A lamp attached to a stirrup (obsolete); b…,compound,,historical,In current use,,transport/nautical,https://doi.org/10.1093/OED/8770608760,http://www.oed.com/dictionary/riding-lamp_n
spirituelly,adverb,1825,0,In a refined or witty manner.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5733544243,http://www.oed.com/dictionary/spirituelly_adv
traylet,noun,1825-,0,A diminutive tray.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9533690332,http://www.oed.com/dictionary/traylet_n
tubber,noun,1825-,2,"One who makes tubs, a cooper.",derivative,,,In current use,,,https://doi.org/10.1093/OED/4569811285,http://www.oed.com/dictionary/tubber_n1
catacombish,adjective,1826-,1,Savouring of the catacombs.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9433366590,http://www.oed.com/dictionary/catacombish_adj
cigarer,noun,1826-,0,A cigar-smoker.,derivative,,,In current use,,consumables/tobacco,https://doi.org/10.1093/OED/7803125863,http://www.oed.com/dictionary/cigarer_n
disvenerate,verb,1826-,0,transitive. To regard without veneration.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4735125243,http://www.oed.com/dictionary/disvenerate_v
forcepped,adjective,1826-,0,Having or provided with forceps.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2388948051,http://www.oed.com/dictionary/forcepped_adj
game-battle,noun,1826,0,A tussle with poachers.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3423017763,http://www.oed.com/dictionary/game-battle_n
ornithotrophe,noun,1826,0,(J. F. M. Dovaston's name for) a place to which…,,,,Not in use,,,https://doi.org/10.1093/OED/5117688268,http://www.oed.com/dictionary/ornithotrophe_n
philobrutish,adjective,1826,0,Characterized by kindness to animals.,compound,,,Not in use,,,https://doi.org/10.1093/OED/2306682632,http://www.oed.com/dictionary/philobrutish_adj
philobrutist,noun,1826,0,A person who is fond of or kind to animals; an…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4135926239,http://www.oed.com/dictionary/philobrutist_n
sash-windowing,noun,1826-,0,The action of furnishing with sash windows.,derivative,,,In current use,,manufacturing and industry/building/glazing,https://doi.org/10.1093/OED/4554428432,http://www.oed.com/dictionary/sash-windowing_n
soli-ipsiism,noun,1826-,0,Self-conceit.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6965266744,http://www.oed.com/dictionary/soli-ipsiism_n
tintinnabulism,noun,1826-,0,The art or practice of bell-ringing.,borrowing,,,In current use,,arts/performing arts/music/bell-ringing,https://doi.org/10.1093/OED/1192427634,http://www.oed.com/dictionary/tintinnabulism_n
tipsy-topsy,adjective,1826-,0,Upset or in disorder as if tipsy.,,,,In current use,,,https://doi.org/10.1093/OED/6779460577,http://www.oed.com/dictionary/tipsy-topsy_adj
tutorify,verb,1826-,0,transitive. To make or render tutorial.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5547902723,http://www.oed.com/dictionary/tutorify_v
blockheadess,noun,1827,0,A stupid or foolish woman.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8448148562,http://www.oed.com/dictionary/blockheadess_n
brute-bastille,noun,1827-,0,A menagerie.,compound,,,In current use,,,https://doi.org/10.1093/OED/9698504977,http://www.oed.com/dictionary/brute-bastille_n
compackability,noun,1827-,0,Capability of being packed close together.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1194119497,http://www.oed.com/dictionary/compackability_n
consortish,adjective,1827-,0,Like consorts.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4069099740,http://www.oed.com/dictionary/consortish_adj
dislocatee,noun,1827-,2,One who is dislocated or displaced.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7228120473,http://www.oed.com/dictionary/dislocatee_n
fate-fencedness,noun,1827,0,The fact or condition of being constrained or…,compound,,,Not in use,,,https://doi.org/10.1093/OED/2800995136,http://www.oed.com/dictionary/fate-fencedness_n
Finnicize,verb,1827-,2,To give a Finnish form to.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7816372876,http://www.oed.com/dictionary/finnicize_v
gravitate,adjective,1827-,2,Endowed with gravity.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1311044957,http://www.oed.com/dictionary/gravitate_adj
lukewarmish,adjective,1827-,1,Rather lukewarm.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3757842405,http://www.oed.com/dictionary/lukewarmish_adj
milligrade,adjective,1827,0,Of a scale of measurement: having a thousand degrees.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1083720717,http://www.oed.com/dictionary/milligrade_adj
observist,noun,1827,0,A person who engages in observation; an observer.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4527196620,http://www.oed.com/dictionary/observist_n
olla-podrida-ish,adjective,1827,0,"Heterogeneous, diverse.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/8562001328,http://www.oed.com/dictionary/olla-podrida-ish_adj
pagemeal,adverb,1827,0,Page by page.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2996318551,http://www.oed.com/dictionary/pagemeal_adv
participatress,noun,1827,0,A female who participates.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2805470922,http://www.oed.com/dictionary/participatress_n
pedometrician,noun,1827,0,A person who makes pedometers.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7619402229,http://www.oed.com/dictionary/pedometrician_n
pedometrist,noun,1827,0,A person who uses a pedometer.,derivative,,,Not in use,,technology/measurement,https://doi.org/10.1093/OED/8616664688,http://www.oed.com/dictionary/pedometrist_n
pillarize,verb,1827,0,"transitive. To inscribe on, or commemorate by…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4834503413,http://www.oed.com/dictionary/pillarize_v
potamophilous,adjective,1827,0,River-loving.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3652692950,http://www.oed.com/dictionary/potamophilous_adj
predicamentist,noun,1827,0,A person who is in a predicament.,derivative,,humorous,Not in use,,,https://doi.org/10.1093/OED/1708094135,http://www.oed.com/dictionary/predicamentist_n
proxically,adverb,1827,0,As a proxy or substitute.,derivative,,humorous,Not in use,,,https://doi.org/10.1093/OED/1207805019,http://www.oed.com/dictionary/proxically_adv
punzie,noun,1827,0,"A prick, a stab.",conversion,,,Not in use,Britain and Ireland/British English/Scottish English,military/weaponry,https://doi.org/10.1093/OED/1100449467,http://www.oed.com/dictionary/punzie_n
quash,adverb,1827,0,to go quash: with the action or effect of quashing.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1177381560,http://www.oed.com/dictionary/quash_adv
scribblatory,adjective,1827,0,Tending to produce a large amount of worthless…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5738892615,http://www.oed.com/dictionary/scribblatory_adj
stint-key,noun,1827,0,A key which checks the supply (of ale); in quot…,compound,,,Not in use,,,https://doi.org/10.1093/OED/5109810887,http://www.oed.com/dictionary/stint-key_n
stirrup-fast,adjective,1827-,0,Having the feet secure in the stirrups.,compound,,,In current use,,,https://doi.org/10.1093/OED/8690526640,http://www.oed.com/dictionary/stirrup-fast_adj
swimmy,adjective,1827-,2,Inclined to dizziness or giddiness. Also in…,derivative,,,In current use,,sciences/medicine/pathology,https://doi.org/10.1093/OED/7312086586,http://www.oed.com/dictionary/swimmy_adj
symphronistic,adjective,1827-,1,Involving coincidence or identity of thought…,,,,In current use,,,https://doi.org/10.1093/OED/4272113309,http://www.oed.com/dictionary/symphronistic_adj
confective,adjective,1828-,0,Pertaining to the making of confections.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5827160451,http://www.oed.com/dictionary/confective_adj
conjecturist,noun,1828-,0,One who deals in conjectures.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5619441567,http://www.oed.com/dictionary/conjecturist_n
farmerage,noun,1828,0,The body of farmers collectively.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6036311284,http://www.oed.com/dictionary/farmerage_n
gelotometer,noun,1828-,0,A gauge for measuring laughter.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8941671894,http://www.oed.com/dictionary/gelotometer_n
gimlet,verb,1828-,2,transitive. To pierce with or as with a gimlet.,conversion,,,In current use,,,https://doi.org/10.1093/OED/7314925412,http://www.oed.com/dictionary/gimlet_v
grazierdom,noun,1828-,0,The realm or world of graziers.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1026654424,http://www.oed.com/dictionary/grazierdom_n
gular,adjective,1828-,3,"Of, pertaining to, or situated upon the gula.",derivative,,,In current use,,sciences/life sciences/animals/invertebrates/insects,https://doi.org/10.1093/OED/2233062545,http://www.oed.com/dictionary/gular_adj
lithograph,noun,1828-,4,A lithographic print. Also attributive.,compound,,,In current use,,arts/visual arts/printmaking,https://doi.org/10.1093/OED/4726065261,http://www.oed.com/dictionary/lithograph_n
mob-cappish,adjective,1828,0,"Dowdy, frumpish.",derivative,,,Not in use,,crafts and trades/costume,https://doi.org/10.1093/OED/4528548938,http://www.oed.com/dictionary/mob-cappish_adj
obscenometer,noun,1828,0,An imaginary instrument for measuring the degree…,compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/7871732971,http://www.oed.com/dictionary/obscenometer_n
picturesquiescity,noun,1828,0,Picturesqueness.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7941300152,http://www.oed.com/dictionary/picturesquiescity_n
prayering,noun,1828,0,The act of saying prayers; praying.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9932253953,http://www.oed.com/dictionary/prayering_n
psychozoic,adjective,1828-,2,†a. Involving both the mind and the living body…,compound,,,In current use,,sciences/physical sciences/earth sciences/geology,https://doi.org/10.1093/OED/6933108650,http://www.oed.com/dictionary/psychozoic_adj
quadru-pawed,adjective,1828,0,Having four paws.,compound,,,Not in use,,,https://doi.org/10.1093/OED/8147113010,http://www.oed.com/dictionary/quadru-pawed_adj
romancity,noun,1828,0,A romantic quality or characteristic.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1017720807,http://www.oed.com/dictionary/romancity_n
autometry,noun,1829-,1,Mathematics. An isometry of a metric space to itself.,compound,,,In current use,,sciences/mathematics,https://doi.org/10.1093/OED/2585714211,http://www.oed.com/dictionary/autometry_n
Christmasly,adverb,1829-,1,"In a manner typical of, or appropriate to…",derivative,,,In current use,,,https://doi.org/10.1093/OED/5461546221,http://www.oed.com/dictionary/christmasly_adv
coax,noun,1829-,3,colloquial. One who coaxes.,conversion,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/2783316481,http://www.oed.com/dictionary/coax_n1
codicillular,adjective,1829,0,Of the nature of a codicil or supplement.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7079803199,http://www.oed.com/dictionary/codicillular_adj
cursee,noun,1829-,1,One who is cursed.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9145133261,http://www.oed.com/dictionary/cursee_n
extravolution,noun,1829-,1,A rolling outwards; opposed to intravolution.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7551809802,http://www.oed.com/dictionary/extravolution_n
foliophagous,adjective,1829-,0,figurative. That devours folios.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9092318361,http://www.oed.com/dictionary/foliophagous_adj
inconsequentism,noun,1829-,0,"= inconsequence, n. 3.",derivative,,,In current use,,,https://doi.org/10.1093/OED/8655979277,http://www.oed.com/dictionary/inconsequentism_n
journalistic,"adjective, noun",1829-,5,Of or pertaining to journalists or journalism…,derivative,,,In current use,,manufacturing and industry/publishing and the book trade/journalism,https://doi.org/10.1093/OED/2360602576,http://www.oed.com/dictionary/journalistic_adj
reheater,noun,1829-,3,An apparatus or device for reheating.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8276883784,http://www.oed.com/dictionary/reheater_n
saltativeness,noun,1829-,0,The faculty of leaping or jumping.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7122885586,http://www.oed.com/dictionary/saltativeness_n
scarletite,noun,1829,0,"One who hunts in scarlet (see scarlet, n. A.3).",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5300885828,http://www.oed.com/dictionary/scarletite_n
stabularian,adjective,1829-,0,Belonging to a stable.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1092701497,http://www.oed.com/dictionary/stabularian_adj
struttle,noun,1829-,1,A petty strut or manner of strutting.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1084907394,http://www.oed.com/dictionary/struttle_n2
unpaidish,adjective,1829,0,Characteristic of the Great Unpaid.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3505111210,http://www.oed.com/dictionary/unpaidish_adj
warping,noun,1829-,1,The mole's action of throwing up earth into mole-hills.,derivative,,,In current use,,sciences/life sciences/animals,https://doi.org/10.1093/OED/2577073832,http://www.oed.com/dictionary/warping_n2
yearnling,noun,1829,0,A young child over which one yearns.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3934376290,http://www.oed.com/dictionary/yearnling_n
animated film,noun,1830-,4,Originally: †a film with live action (obsolete)…,compound,,,In current use,,arts/film,https://doi.org/10.1093/OED/2419334502,http://www.oed.com/dictionary/animated-film_n
bucolism,noun,1830-,0,A rustic phrase or characteristic.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9841142292,http://www.oed.com/dictionary/bucolism_n
burschenism,noun,1830-,0,The manner and customs of the burschen.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1020270765,http://www.oed.com/dictionary/burschenism_n
cantitate,verb,1830-,1,intransitive. To sing as a bird. (Used contemptuously.),borrowing,,disparaging,In current use,,,https://doi.org/10.1093/OED/1152657554,http://www.oed.com/dictionary/cantitate_v
cigared,adjective,1830-,1,Furnished with a cigar.,derivative,,,In current use,,consumables/tobacco,https://doi.org/10.1093/OED/4180217448,http://www.oed.com/dictionary/cigared_adj
cobble-text,noun,1830-,0,A preacher who deals clumsily and unskilfully…,compound,,,In current use,,,https://doi.org/10.1093/OED/1181987409,http://www.oed.com/dictionary/cobble-text_n
conversation,verb,1830-,2,"intransitive. To converse, talk, engage in…",conversion,,,In current use,,,https://doi.org/10.1093/OED/1014353476,http://www.oed.com/dictionary/conversation_v
cotyledonous,adjective,1830-,2,Characterized by the presence of cotyledons.,derivative,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/6738042614,http://www.oed.com/dictionary/cotyledonous_adj
dapperism,noun,1830-,0,"The style, manners, etc. of a dapper person.",derivative,,,In current use,,,https://doi.org/10.1093/OED/7153660868,http://www.oed.com/dictionary/dapperism_n
double-ganger,noun,1830-,2,"The apparition of a living person; a double, a wraith.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/9175788584,http://www.oed.com/dictionary/double-ganger_n
farcy,verb,1830-,1,transitive. To stuff.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5021632815,http://www.oed.com/dictionary/farcy_v
garlandy,adjective,1830-,0,Resembling garlands.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2695368585,http://www.oed.com/dictionary/garlandy_adj
garlic,verb,1830-,3,To dose with garlic.,conversion,,,In current use,,,https://doi.org/10.1093/OED/9894122545,http://www.oed.com/dictionary/garlic_v
gnosticity,noun,1830-,0,Knowingness; pretensions to knowledge.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3615062429,http://www.oed.com/dictionary/gnosticity_n
graocracy,noun,1830-,0,Government by an old woman or old women.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8960637741,http://www.oed.com/dictionary/graocracy_n
inverminate,verb,1830-,0,transitive. To infest like worms; to swarm or…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1185574397,http://www.oed.com/dictionary/inverminate_v
junketous,adjective,1830,0,Given to junketing or merrymaking.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1112801166,http://www.oed.com/dictionary/junketous_adj
leggery,noun,1830,0,A storehouse of legs. (In quot. with reference to…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6531740114,http://www.oed.com/dictionary/leggery_n
luggee,noun,1830-,0,One who is lugged or pulled.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1157290075,http://www.oed.com/dictionary/luggee_n
mob feast,noun,1830,0,A banquet open to all.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1141707199,http://www.oed.com/dictionary/mob-feast_n
mobship,noun,1830-93,0,ironic. With possessive adjective: a mock title…,derivative,,ironic,Not in use,,,https://doi.org/10.1093/OED/8024737349,http://www.oed.com/dictionary/mobship_n
nankeening,noun,1830,0,"A type of cloth; = nankeen, n. A.I.1a.",derivative,,,Not in use,,crafts and trades/textiles,https://doi.org/10.1093/OED/3066104747,http://www.oed.com/dictionary/nankeening_n
olla-podridical,adjective,1830,0,"= olla-podrida-ish, adj.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/2462731274,http://www.oed.com/dictionary/olla-podridical_adj
Owlspiegle,verb,1830,0,transitive. Scott's word for: to render like the…,proper name,,,Not in use,,arts,https://doi.org/10.1093/OED/2706049209,http://www.oed.com/dictionary/owlspiegle_v
parsonarchy,noun,1830,0,A body of ruling parsons.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6739748894,http://www.oed.com/dictionary/parsonarchy_n
pugnastics,noun,1830,0,Pugilistic performances.,borrowing,,,Not in use,,sport and leisure/sport/boxing,https://doi.org/10.1093/OED/2068043963,http://www.oed.com/dictionary/pugnastics_n
sunshine-showery,adjective,1830,0,(Perhaps) cheerful in the midst of difficult…,compound,,,Not in use,,,https://doi.org/10.1093/OED/7693775186,http://www.oed.com/dictionary/sunshine-showery_adj
taskage,noun,1830-,0,Tasking; imposed labour; tasks collectively.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9401803817,http://www.oed.com/dictionary/taskage_n
transuterine,adjective,1830-,2,Beyond or outside of the womb.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3721456187,http://www.oed.com/dictionary/transuterine_adj
whisperable,adjective,1830-,0,That can be whispered.,derivative,,,In current use,,,https://doi.org/10.1093/OED/6292059950,http://www.oed.com/dictionary/whisperable_adj
anapaganize,verb,1831,0,transitive. To make (something) pagan again.,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1046738631,http://www.oed.com/dictionary/anapaganize_v
convolant,adjective,1831-,1,Flying in company.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4115862460,http://www.oed.com/dictionary/convolant_adj
dandy-land,noun,1831-,0,The (imaginary) land of dandies.,compound,,,In current use,,,https://doi.org/10.1093/OED/8359974117,http://www.oed.com/dictionary/dandy-land_n
donkeyish,adjective,1831-,1,"Like a donkey, asinine; stupid, foolish.",derivative,,,In current use,,,https://doi.org/10.1093/OED/9252320697,http://www.oed.com/dictionary/donkeyish_adj
Egyptize,verb,1831-,1,intransitive. To refer things to Egyptian sources.,proper name,,,In current use,,,https://doi.org/10.1093/OED/8322548914,http://www.oed.com/dictionary/egyptize_v
etceteraze,verb,1831,0,intransitive. To do a number of (unspecified) things.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9641825367,http://www.oed.com/dictionary/etceteraze_v
gaspant,adjective,1831,0,A mock-heraldic term for: gasping.,derivative,,humorous,Not in use,,"heraldry, sciences/medicine/pathology",https://doi.org/10.1093/OED/1108966026,http://www.oed.com/dictionary/gaspant_adj
metabolize,verb,1831-,5,transitive. To process (a substance or food item)…,borrowing,,,In current use,,"sciences/life sciences, sciences/medicine/physiology, sciences/physical sciences/chemistry/organic chemistry",https://doi.org/10.1093/OED/6414551246,http://www.oed.com/dictionary/metabolize_v
milk-and-water,verb,1831-39,0,"transitive. With down. To weaken, to water down…",conversion,,,Not in use,,,https://doi.org/10.1093/OED/2118100332,http://www.oed.com/dictionary/milk-and-water_v
omniswallowing,adjective,1831,0,Having a propensity to swallow or drink anything.,compound,,,Not in use,,,https://doi.org/10.1093/OED/8669029342,http://www.oed.com/dictionary/omniswallowing_adj
one-Goddite,noun,1831,0,A monotheist.,compound,,humorous,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/9642960684,http://www.oed.com/dictionary/one-goddite_n
peptician,noun,1831,0,A person who has good digestion.,derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/1129221183,http://www.oed.com/dictionary/peptician_n
philofelon,adjective,1831,0,Criminal-loving.,compound,,,Not in use,,,https://doi.org/10.1093/OED/5129544725,http://www.oed.com/dictionary/philofelon_adj
recklesshood,noun,1831,0,"Recklessness, carelessness, negligence.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5078814649,http://www.oed.com/dictionary/recklesshood_n
shark's head,noun,1831-,2,A jocular name for the elongated prow of a grab.,compound,,humorous,In current use,,transport/nautical,https://doi.org/10.1093/OED/4817713668,http://www.oed.com/dictionary/sharks-head_n
slaveage,noun,1831,0,Enslaved people regarded as a class or group.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8069765967,http://www.oed.com/dictionary/slaveage_n
theomisanthropist,noun,1831-,0,One who hates God and man.,compound,,,In current use,,,https://doi.org/10.1093/OED/2560470949,http://www.oed.com/dictionary/theomisanthropist_n
venisonivorous,adjective,1831-,0,Given to eating venison.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4682303538,http://www.oed.com/dictionary/venisonivorous_adj
window plant,noun,1831-,2,A plant grown indoors on a windowsill or close to…,compound,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/3834631264,http://www.oed.com/dictionary/window-plant_n
polyepic,adjective,a1832,0,Consisting of more than one word.,,,,Not in use,,,https://doi.org/10.1093/OED/5270074240,http://www.oed.com/dictionary/polyepic_adj
black-apronry,noun,1832,0,"The wearers of black aprons, spec. the clerical…",compound,,,Not in use,,law,https://doi.org/10.1093/OED/3443947953,http://www.oed.com/dictionary/black-apronry_n
bloomery,noun,1832-,2,A collection or place full of blooms.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5600004258,http://www.oed.com/dictionary/bloomery_n2
bus,noun,1832-,6,A large public vehicle carrying passengers by…,shortening,,,In current use,,,https://doi.org/10.1093/OED/7211897431,http://www.oed.com/dictionary/bus_n1
cathedrarian,adjective,1832-,0,Of or belonging to a cathedra or chair (pedantic).,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5723773630,http://www.oed.com/dictionary/cathedrarian_adj
dandyic,adjective,1832-,0,Dandyish.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4384442833,http://www.oed.com/dictionary/dandyic_adj
deericide,noun,1832-,0,The killing or killer of a deer.,compound,,,In current use,,,https://doi.org/10.1093/OED/6043625914,http://www.oed.com/dictionary/deericide_n
ex-aspirate,verb,1832-,0,transitive. To deprive of an aspirate or h.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4552893390,http://www.oed.com/dictionary/ex-aspirate_v
gutturize,verb,1832-,1,transitive. To enunciate gutturally.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1069815434,http://www.oed.com/dictionary/gutturize_v
hawkery,noun,1832-,1,A place where hawks are kept.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1058216634,http://www.oed.com/dictionary/hawkery_n
illeist,noun,1832-,0,"One who makes much use of the pronoun he, or…",,,,In current use,,,https://doi.org/10.1093/OED/6662720071,http://www.oed.com/dictionary/illeist_n
on-carryingness,noun,1832,0,"Flow, continuity.",compound,,,Not in use,,,https://doi.org/10.1093/OED/1035409855,http://www.oed.com/dictionary/on-carryingness_n
polyadamite,adjective,1832,0,"Asserting the existence of many ‘Adams’, or first…",compound,,,Not in use,,,https://doi.org/10.1093/OED/1189708826,http://www.oed.com/dictionary/polyadamite_adj
punyish,adjective,1832,0,Somewhat puny.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5228014209,http://www.oed.com/dictionary/punyish_adj
rascalment,noun,1832,0,"= rascality, n. 2.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1003367100,http://www.oed.com/dictionary/rascalment_n
symbol,verb,1832-,3,"transitive. = symbolize, v.¹ II.3.",conversion,,,In current use,,,https://doi.org/10.1093/OED/1078167173,http://www.oed.com/dictionary/symbol_v
sympatetic,noun,1832-,0,"A fellow-walker, a companion in a walk.",,,,In current use,,,https://doi.org/10.1093/OED/7862441712,http://www.oed.com/dictionary/sympatetic_n
cacogastric,adjective,1833-,0,Having a deranged stomach.,compound,,,In current use,,,https://doi.org/10.1093/OED/5841950739,http://www.oed.com/dictionary/cacogastric_adj
carbonometer,noun,1833-,0,An instrument for detecting or measuring (excess)…,compound,,,In current use,,,https://doi.org/10.1093/OED/3594473306,http://www.oed.com/dictionary/carbonometer_n
conferencize,verb,1833-,0,intransitive. To hold a conference.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1271476352,http://www.oed.com/dictionary/conferencize_v
hariole,verb,1833,0,"To divine, guess.",,,,Not in use,,,https://doi.org/10.1093/OED/4559597312,http://www.oed.com/dictionary/hariole_v
jack,verb,1833-,5,transitive. To raise or hoist by means of a jack…,conversion,,,In current use,North American English,,https://doi.org/10.1093/OED/3335805446,http://www.oed.com/dictionary/jack_v2
knavess,noun,1833,0,A knavish woman; an unscrupulous or dishonest…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7826105104,http://www.oed.com/dictionary/knavess_n
omni-versifier,noun,1833,0,A writer of very large quantities of verse.,compound,,,Not in use,,,https://doi.org/10.1093/OED/5672942536,http://www.oed.com/dictionary/omni-versifier_n
swabification,noun,1833-,0,Mopping.,derivative,,humorous,In current use,,,https://doi.org/10.1093/OED/6792964358,http://www.oed.com/dictionary/swabification_n
ununionized,adjective,1833-,2,Not belonging to a trade union; characterized by…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2342022970,http://www.oed.com/dictionary/ununionized_adj
autopsychographize,verb,c1833,0,transitive to submit to autopsychography…,compound,,,Not in use,,,https://doi.org/10.1093/OED/2014862498,http://www.oed.com/dictionary/autopsychographize_v
criterional,adjective,a1834-,2,Of or relating to a criterion.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1449035845,http://www.oed.com/dictionary/criterional_adj
exforcipate,verb,a1834-,0,transitive. To extract with a forceps. In quot…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6506177770,http://www.oed.com/dictionary/exforcipate_v
fancyette,noun,a1834-,0,A little fancy.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4164560410,http://www.oed.com/dictionary/fancyette_n
