LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
arithmocratic,adjective,1862-,0,Designating a form of government in which the…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2268723325,http://www.oed.com/dictionary/arithmocratic_adj
clock-beam,noun,1862,0,A pendulum.,compound,,,Not in use,,crafts and trades/clocks and watches,https://doi.org/10.1093/OED/7026637031,http://www.oed.com/dictionary/clock-beam_n
coinonomic,adjective,1862-,0,Of combined management or enterprise.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5624574285,http://www.oed.com/dictionary/coinonomic_adj
crammist,noun,1862-,0,A person who studies a subject intensively over a…,derivative,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/1536251275,http://www.oed.com/dictionary/crammist_n
demi-world,noun,1862-,2,"= demimonde, n. & adj.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1446974429,http://www.oed.com/dictionary/demi-world_n
deparochialize,verb,1862-,1,transitive. To deprive of parochial character.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1116487086,http://www.oed.com/dictionary/deparochialize_v
gallinivorous,adjective,1862-,0,Feeding on fowls or poultry.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3542889407,http://www.oed.com/dictionary/gallinivorous_adj
hymnicide,noun,1862-,0,"The ‘murdering’ of a hymn, i.e. by alterations.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1156417153,http://www.oed.com/dictionary/hymnicide_n
islandhood,noun,1862-,2,The condition of being an island; insularity.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9640844901,http://www.oed.com/dictionary/islandhood_n
lithographic pen,noun,1862-,1,A pen used for drawing a design on stone or metal.,compound,,,In current use,,,https://doi.org/10.1093/OED/9109595300,http://www.oed.com/dictionary/lithographic-pen_n
lobsterdom,noun,1862-,1,The ‘realm’ of lobsters.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9529947589,http://www.oed.com/dictionary/lobsterdom_n
misdateful,adjective,1862,0,Prone to misdating; full of misdatings.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2715664921,http://www.oed.com/dictionary/misdateful_adj
neogam,noun,1862,0,A newly-wed person.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1049870805,http://www.oed.com/dictionary/neogam_n
silverness,noun,1862-,2,The essential quality of silver.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5034967950,http://www.oed.com/dictionary/silverness_n
superweening,adjective,1862,0,"= overweening, adj.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1051554788,http://www.oed.com/dictionary/superweening_adj
tympaning,noun,1862-,0,"The playing of a tympan (tympan, n. 1b).",derivative,,,In current use,,arts/performing arts/music,https://doi.org/10.1093/OED/1176158093,http://www.oed.com/dictionary/tympaning_n
yawyawdom,noun,1862-,0,An affected expression.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8682601701,http://www.oed.com/dictionary/yawyawdom_n
postponeless,adjective,c1862,0,That cannot be put off or averted.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5356913840,http://www.oed.com/dictionary/postponeless_adj
proof-proof,adjective,a1863-,1,(Of a person) impervious to proof.,compound,,,In current use,,,https://doi.org/10.1093/OED/1073605044,http://www.oed.com/dictionary/proof-proof_adj
beggaress,noun,1863-,0,A female beggar.,derivative,,,In current use,,,https://doi.org/10.1093/OED/6417058191,http://www.oed.com/dictionary/beggaress_n
caliver,verb,1863-,2,transitive. To shoot with a caliver.,conversion,,,In current use,,,https://doi.org/10.1093/OED/8027649372,http://www.oed.com/dictionary/caliver_v
camelist,noun,1863-,0,A partisan of the camel.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9683326552,http://www.oed.com/dictionary/camelist_n
cindery,noun,1863-,2,"A repository of cinders, a cinder-heap.",derivative,,,In current use,,,https://doi.org/10.1093/OED/4883863674,http://www.oed.com/dictionary/cindery_n
coachfulness,noun,1863-,1,Apparently: the quality or condition of being a…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1158814256,http://www.oed.com/dictionary/coachfulness_n
daily breadliness,noun,1863,0,A feeling of fellowship between people who earn…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3191155233,http://www.oed.com/dictionary/daily-breadliness_n
directo-executive,adjective,1863,0,Involving or characterized by a combination of…,compound,,,Not in use,,,https://doi.org/10.1093/OED/2456679548,http://www.oed.com/dictionary/directo-executive_adj
disquality,noun,1863-,2,Defect.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4477384226,http://www.oed.com/dictionary/disquality_n
dwindlement,noun,1863-,0,"Dwindling, shrinking.",derivative,,,In current use,,,https://doi.org/10.1093/OED/2107916106,http://www.oed.com/dictionary/dwindlement_n
High-Church,verb,1863,0,transitive. To make High Church in doctrine and…,conversion,,,Not in use,,religion and belief/religion/Christianity/Anglican Church,https://doi.org/10.1093/OED/3822766671,http://www.oed.com/dictionary/high-church_v
mofussilize,verb,1863,0,"intransitive. To live in a remote, rural, or…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5877446013,http://www.oed.com/dictionary/mofussilize_v
momentarian,noun,1863,0,"= infinitesimalist, n. Cf. moment, n. I.3b.",derivative,,,Not in use,,sciences/mathematics,https://doi.org/10.1093/OED/9271047923,http://www.oed.com/dictionary/momentarian_n
nimblecomequick,adjective,1863,0,Of rapid growth.,compound,,,Not in use,,,https://doi.org/10.1093/OED/4929356068,http://www.oed.com/dictionary/nimblecomequick_adj
paradoxling,noun,1863,0,A little paradox.,derivative,,,Not in use,,philosophy/logic,https://doi.org/10.1093/OED/9690926400,http://www.oed.com/dictionary/paradoxling_n
pedalism,noun,1863,0,"Pedal agency, action of the feet.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/9630917255,http://www.oed.com/dictionary/pedalism_n
pedicurism,noun,1863,0,The practice or art of giving pedicures.,derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/3146359742,http://www.oed.com/dictionary/pedicurism_n
polyphloisboiic,adjective,1863,0,"= polyphloisboian, adj.",borrowing,,humorous,Not in use,,,https://doi.org/10.1093/OED/1027927967,http://www.oed.com/dictionary/polyphloisboiic_adj
reinage,noun,1863,0,Reins collectively.,derivative,,,Not in use,,sport and leisure/horses and riding,https://doi.org/10.1093/OED/4426871709,http://www.oed.com/dictionary/reinage_n
roundaboutility,noun,1863,0,"= roundaboutness, n.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1096205122,http://www.oed.com/dictionary/roundaboutility_n
stagnator,noun,1863-,1,One who denies the motion (of the earth).,derivative,,,In current use,,,https://doi.org/10.1093/OED/4997426761,http://www.oed.com/dictionary/stagnator_n
toxify,verb,1863-,3,transitive. figurative. To cause (something or…,derivative,,,In current use,,,https://doi.org/10.1093/OED/8086084152,http://www.oed.com/dictionary/toxify_v
anti-Bartholomew,noun,1864,0,A massacre regarded as constituting a counterpart…,derivative,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/1028935454,http://www.oed.com/dictionary/anti-bartholomew_n
apricide,noun,1864-,0,The killing of a wild boar.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7628742850,http://www.oed.com/dictionary/apricide_n
brother-manhood,noun,1864,0,A sense of brotherhood or fellow feeling.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5589830585,http://www.oed.com/dictionary/brother-manhood_n
caravanserial,adjective,1864,0,Resembling or reminiscent of a caravanserai.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4108593528,http://www.oed.com/dictionary/caravanserial_adj
castorial,adjective,1864-,1,Pertaining to a hat (jocose).,derivative,,,In current use,,,https://doi.org/10.1093/OED/1118054212,http://www.oed.com/dictionary/castorial_adj
cepivorous,adjective,1864-,0,Feeding on onions.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9215555270,http://www.oed.com/dictionary/cepivorous_adj
clericometer,noun,1864,0,A standard or device for measuring the outlook…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1197088285,http://www.oed.com/dictionary/clericometer_n
dove,verb,1864-,3,transitive. To treat as a dove; to call ‘dove’.,conversion,,,In current use,,,https://doi.org/10.1093/OED/4508960286,http://www.oed.com/dictionary/dove_v
eelhood,noun,1864-,0,The rank or condition of a full-grown eel.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8041644790,http://www.oed.com/dictionary/eelhood_n
flunkey,verb,1864-,2,(intransitive) to act like a flunkey.,conversion,,,In current use,,,https://doi.org/10.1093/OED/1161992395,http://www.oed.com/dictionary/flunkey_v
flunkeyal,adjective,1864-,0,"Of, pertaining to, or characteristic of a flunkey.",derivative,,,In current use,,,https://doi.org/10.1093/OED/9078231925,http://www.oed.com/dictionary/flunkeyal_adj
fugitive,verb,1864-,2,"(transitive) to make fugitive, drive into exile.",conversion,,,In current use,,,https://doi.org/10.1093/OED/8992897396,http://www.oed.com/dictionary/fugitive_v
galley,verb,1864-,3,transitive. To transport in a galley.,conversion,,,In current use,,,https://doi.org/10.1093/OED/9162331066,http://www.oed.com/dictionary/galley_v
gingerbread-trap,noun,1864,0,(In quot. 1864) a selection of gingerbread cakes…,compound,,,Not in use,,,https://doi.org/10.1093/OED/7968767300,http://www.oed.com/dictionary/gingerbread-trap_n
horseness,noun,1864-,2,The abstract quality of a horse.,derivative,,,In current use,,sport and leisure/horses and riding,https://doi.org/10.1093/OED/1037255797,http://www.oed.com/dictionary/horseness_n
hunker,noun,1864-,2,A cutter of hunks.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3526770880,http://www.oed.com/dictionary/hunker_n-a
idiot,verb,1864,0,transitive. To call (a person) ‘idiot’.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/6853167858,http://www.oed.com/dictionary/idiot_v
joint-stockery,noun,1864-,1,"Dealing in, or formation of, joint stocks.",derivative,,,In current use,,economics and commerce,https://doi.org/10.1093/OED/4313192596,http://www.oed.com/dictionary/joint-stockery_n
junglery,noun,1864-,0,A complication like that of a jungle.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8215971821,http://www.oed.com/dictionary/junglery_n
landladyish,adjective,1864-,0,Resembling or characteristic of a landlady.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1177027928,http://www.oed.com/dictionary/landladyish_adj
level-lander,noun,1864-,0,A dweller on level land.,compound,,,In current use,,,https://doi.org/10.1093/OED/2822972759,http://www.oed.com/dictionary/level-lander_n
merop,adjective,1864,0,"= meropic, adj.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9390349129,http://www.oed.com/dictionary/merop_adj
mule-stair,noun,1864-,0,A mountain ascent negotiable by mules.,compound,,,In current use,,,https://doi.org/10.1093/OED/5860801160,http://www.oed.com/dictionary/mule-stair_n
prolusionize,verb,1864,0,(intransitive) to deliver a prolusion (cf…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6877563288,http://www.oed.com/dictionary/prolusionize_v
propositionalness,noun,1864,0,A propensity for asserting propositions.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6587560428,http://www.oed.com/dictionary/propositionalness_n
sufficeable,adjective,1864-,0,Capable of being satisfied.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1268336125,http://www.oed.com/dictionary/sufficeable_adj
tolpatchery,noun,1864-,0,Infantry.,derivative,,,In current use,,military,https://doi.org/10.1093/OED/9780786043,http://www.oed.com/dictionary/tolpatchery_n
younger-sisterish,adjective,1864,0,Having the character of a younger sister; spec…,compound,,,Not in use,,,https://doi.org/10.1093/OED/9631495736,http://www.oed.com/dictionary/younger-sisterish_adj
cimiceous,adjective,1865-,0,"Full of bugs, buggy.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/2707684668,http://www.oed.com/dictionary/cimiceous_adj
commissariat,verb,1865,0,intransitive. To oversee the commissariat of an army.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/4449949527,http://www.oed.com/dictionary/commissariat_v
continental,verb,1865-,2,"= continentalize, v. 1.",conversion,,,In current use,,,https://doi.org/10.1093/OED/5390884748,http://www.oed.com/dictionary/continental_v
decillionist,noun,1865,0,One who deals in infinitesimal doses (of a drug)…,derivative,,,Not in use,,sciences/medicine/alternative medicine,https://doi.org/10.1093/OED/3329455081,http://www.oed.com/dictionary/decillionist_n
detailism,noun,1865-,2,A system of attention to details.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1046848360,http://www.oed.com/dictionary/detailism_n
draggle-haired,adjective,1865-,0,With hair hanging wet and untidy.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8023510183,http://www.oed.com/dictionary/draggle-haired_adj
ecclesiasticize,verb,1865-,1,transitive. To render ecclesiastical.,derivative,,,In current use,,religion and belief/religion/Christianity/ecclesiastical,https://doi.org/10.1093/OED/8178974084,http://www.oed.com/dictionary/ecclesiasticize_v
ecclesiastry,noun,1865-,0,Ecclesiastical pomp or business.,derivative,,,In current use,,religion and belief/religion/Christianity/ecclesiastical,https://doi.org/10.1093/OED/1177515743,http://www.oed.com/dictionary/ecclesiastry_n
heterize,verb,1865-,0,transitive. To make different; to turn into…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3911814505,http://www.oed.com/dictionary/heterize_v
minerally,adverb,1865-,3,With regard to mineral resources or content; in…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2601930940,http://www.oed.com/dictionary/minerally_adv
mutish,adjective,1865,0,Reminiscent of a funeral mute. Only in…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1086284991,http://www.oed.com/dictionary/mutish_adj
oozelet,noun,1865,0,A small channel in which water oozes through bog…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1104352932,http://www.oed.com/dictionary/oozelet_n
ovivorous,adjective,1865,0,Sheep-eating.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3877208598,http://www.oed.com/dictionary/ovivorous_adj2
persuadend,noun,1865,0,A person who is to be persuaded.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3900649970,http://www.oed.com/dictionary/persuadend_n
philokleptic,adjective,1865,0,Supporting or associating with thieves.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1882286191,http://www.oed.com/dictionary/philokleptic_adj
philosophercraft,noun,1865,0,Philosophical skill.,compound,,,Not in use,,,https://doi.org/10.1093/OED/6863864299,http://www.oed.com/dictionary/philosophercraft_n
pithecological,adjective,1865,0,Relating to the scientific study of apes.,borrowing,,,Not in use,,sciences/life sciences/animals,https://doi.org/10.1093/OED/4224795549,http://www.oed.com/dictionary/pithecological_adj
ponency,noun,1865,0,The action of positing or stating the existence…,borrowing,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/8538862128,http://www.oed.com/dictionary/ponency_n
Q.C.-dom,,1865,0,The state or condition of a Q.C.,,,,Not in use,,,https://doi.org/10.1093/OED/1092987104,http://www.oed.com/dictionary/qc-dom_x
qualityship,noun,1865,0,Social position.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4399835797,http://www.oed.com/dictionary/qualityship_n
reconciless,noun,1865,0,A female reconciler.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7240298396,http://www.oed.com/dictionary/reconciless_n
scratchable,adjective,1865-,2,"Capable of being scratched. (Cf. scratch, v. 3b.)",derivative,,,In current use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/1093344154,http://www.oed.com/dictionary/scratchable_adj
vindictivolence,noun,1865-,0,The desire of revenging oneself or of taking vengeance.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7567650943,http://www.oed.com/dictionary/vindictivolence_n
waiterhood,noun,1865-,1,The state or condition of a waiter.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3209608148,http://www.oed.com/dictionary/waiterhood_n
wicked-worded,adjective,1865-,0,As euphemism for ‘damned’.,compound,,euphemistic,In current use,,,https://doi.org/10.1093/OED/2914859064,http://www.oed.com/dictionary/wicked-worded_adj
withoutwards,adverb,1865-,0,Towards the exterior.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1176384108,http://www.oed.com/dictionary/withoutwards_adv
inconclusivism,noun,a1866-,0,A theory or doctrine that conclusive evidence on…,derivative,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/1546966407,http://www.oed.com/dictionary/inconclusivism_n
anticyclometer,noun,1866,0,"A person hostile to, or sceptical of, those who…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5241138730,http://www.oed.com/dictionary/anticyclometer_n
basketeer,noun,1866-,1,A passenger in the basket of a stagecoach.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1023150297,http://www.oed.com/dictionary/basketeer_n
boster,noun,1866-,0,"An excellent, impressive, or remarkable person…",variant,,,In current use,"Britain and Ireland/British English/English regional/English regional (eastern), Britain and Ireland/British English/English regional/English regional (midlands)",,https://doi.org/10.1093/OED/3536398157,http://www.oed.com/dictionary/boster_n
bucolican,noun,1866-,0,"A rustic, a countryman.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1951648342,http://www.oed.com/dictionary/bucolican_n
clangful,adjective,1866-,0,Sonorous.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1475855025,http://www.oed.com/dictionary/clangful_adj
common-sense-o-dox,adjective,1866,0,In accordance with the principles of common…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5753298083,http://www.oed.com/dictionary/common-sense-o-dox_adj
corollarize,verb,1866-,0,transitive. To add by way of corollary.,derivative,,,In current use,,,https://doi.org/10.1093/OED/6842753389,http://www.oed.com/dictionary/corollarize_v
dabblesome,adjective,1866-,0,Given to dabbling.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5700735510,http://www.oed.com/dictionary/dabblesome_adj
frond,verb,1866-,3,intransitive. To wave with fronds.,conversion,,,In current use,,,https://doi.org/10.1093/OED/1174151779,http://www.oed.com/dictionary/frond_v
macropicide,noun,1866,0,A person who kills kangaroos.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6013273177,http://www.oed.com/dictionary/macropicide_n
nux-vomicize,verb,1866,0,transitive. To adulterate (a drink) with nux vomica.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6511272382,http://www.oed.com/dictionary/nux-vomicize_v
out-rail,verb,1866,0,transitive. To outdo in respect of railings.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7242273361,http://www.oed.com/dictionary/out-rail_v2
paragogize,verb,1866,0,transitive. To add as a final syllable.,derivative,,,Not in use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/5260273623,http://www.oed.com/dictionary/paragogize_v
prenuntiate,noun,1866,0,"A foreteller, a harbinger.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3427009780,http://www.oed.com/dictionary/prenuntiate_n
progrede,verb,1866,0,intransitive. To move in a direct (prograde) direction.,borrowing,,,Not in use,,sciences/physical sciences/astronomy,https://doi.org/10.1093/OED/8182383563,http://www.oed.com/dictionary/progrede_v
punkin,noun,1866,0,"= punlet, n.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/6232887427,http://www.oed.com/dictionary/punkin_n
righteouser,noun,1866,0,A person who makes another or others righteous…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7837755020,http://www.oed.com/dictionary/righteouser_n
subtle-subtilizing,noun,1866,0,An act of making an excessively fine distinction…,compound,,,Not in use,,,https://doi.org/10.1093/OED/5934701163,http://www.oed.com/dictionary/subtle-subtilizing_n
superfinish,adjective,1866,0,Somewhat superfine.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3899608394,http://www.oed.com/dictionary/superfinish_adj
tavernous,adjective,1866-,1,Tavern-like.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1021712260,http://www.oed.com/dictionary/tavernous_adj
tercentenarize,verb,1866-,0,(transitive) to celebrate the tercentenary of.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4325446977,http://www.oed.com/dictionary/tercentenarize_v
tinnitate,verb,1866-,0,"intransitive. To ring, give forth a ringing sound.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1140127317,http://www.oed.com/dictionary/tinnitate_v
antisemite,"adjective, noun",1867-,4,A person hostile towards or discriminating…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7082851006,http://www.oed.com/dictionary/antisemite_adj
Apolloship,noun,1867-,0,The position of Apollo; pre-eminence in poetry…,proper name,,,In current use,,,https://doi.org/10.1093/OED/9734291372,http://www.oed.com/dictionary/apolloship_n
borealize,verb,1867-,0,intransitive. To adopt northern manners or…,derivative,,,In current use,,,https://doi.org/10.1093/OED/8895554802,http://www.oed.com/dictionary/borealize_v
cellarity,noun,1867,0,The condition of living in a cellar.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5715063181,http://www.oed.com/dictionary/cellarity_n
Copernically,adverb,1867-,0,According to the Copernican view of the solar system.,derivative,,,In current use,,sciences/physical sciences/astronomy,https://doi.org/10.1093/OED/1009191865,http://www.oed.com/dictionary/copernically_adv
fatidicating,adjective,1867,0,Foretelling or predicting fate; prophetic.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4756623254,http://www.oed.com/dictionary/fatidicating_adj
lectress,noun,1867-,1,A female reader.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7326287741,http://www.oed.com/dictionary/lectress_n
pancakewards,adverb,1867,0,Towards or for a pancake.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3991162977,http://www.oed.com/dictionary/pancakewards_adv
phlyarologist,noun,1867,0,A person who talks nonsense.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6811206402,http://www.oed.com/dictionary/phlyarologist_n
Pullman,noun,1867-,0,attributive. Designating a railway carriage…,proper name,,,In current use,,transport/railways,https://doi.org/10.1093/OED/2322638954,http://www.oed.com/dictionary/pullman_n
writinger,noun,1867,0,An expert or specialist in handwriting.,derivative,,,Not in use,,arts/decorative arts/handwriting and calligraphy,https://doi.org/10.1093/OED/4272181928,http://www.oed.com/dictionary/writinger_n
aliicide,noun,1868,0,Murder.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1011808461,http://www.oed.com/dictionary/aliicide_n
argentocracy,noun,1868-,0,The rule or paramount influence of money.,compound,,,In current use,,,https://doi.org/10.1093/OED/1130301889,http://www.oed.com/dictionary/argentocracy_n
claimative,adjective,1868-,0,"Disposed to make claims, exacting.",derivative,,,In current use,,,https://doi.org/10.1093/OED/9644645204,http://www.oed.com/dictionary/claimative_adj
creedful,adjective,1868-,0,Having or characterized by a creed.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9962787108,http://www.oed.com/dictionary/creedful_adj
displiment,noun,1868-,0,An uncomplimentary speech.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8870572550,http://www.oed.com/dictionary/displiment_n
extramuralist,noun,1868-,0,One who lives outside the walls of a city.,derivative,,,In current use,,,https://doi.org/10.1093/OED/6833712501,http://www.oed.com/dictionary/extramuralist_n
fictionism,noun,1868-,0,Philosophy. The theory that the statements within…,derivative,,,In current use,,philosophy,https://doi.org/10.1093/OED/1022885850,http://www.oed.com/dictionary/fictionism_n
formatory,adjective,1868-,2,Tending to form.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2094686885,http://www.oed.com/dictionary/formatory_adj
hyenaish,adjective,1868-,0,Like or characteristic of a hyena.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9361957867,http://www.oed.com/dictionary/hyenaish_adj
lambly,adjective,1868-,0,"Resembling (that of) a lamb, lamb-like.",derivative,,,In current use,,,https://doi.org/10.1093/OED/5134299759,http://www.oed.com/dictionary/lambly_adj
overlip,verb,1868,0,transitive. To provide with a lip on top.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1118601507,http://www.oed.com/dictionary/overlip_v1
permirific,adjective,1868,0,Very wonderful or marvellous.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4545719673,http://www.oed.com/dictionary/permirific_adj
prebend,verb,1868,0,transitive. To give a daily allowance to (a canon).,conversion,,,Not in use,,,https://doi.org/10.1093/OED/6934598526,http://www.oed.com/dictionary/prebend_v
ragamuffiness,noun,1868,0,A female ragamuffin.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2886616873,http://www.oed.com/dictionary/ragamuffiness_n
routinarity,noun,1868,0,The condition of being dependent on routine.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7582317178,http://www.oed.com/dictionary/routinarity_n
self-subsidation,noun,1868,0,The formation of a pool of metal during smelting.,derivative,,,Not in use,,"manufacturing and industry/manufacturing/metal industry, sport and leisure/sport/billiards, pool, and snooker",https://doi.org/10.1093/OED/7524871843,http://www.oed.com/dictionary/self-subsidation_n
tacticianize,verb,1868-,0,To play the tactician.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7969469705,http://www.oed.com/dictionary/tacticianize_v
telemicroscope,noun,1868-,2,An instrument combining components… A special…,compound,,,In current use,,sciences/physical sciences/physics/optics,https://doi.org/10.1093/OED/9349106022,http://www.oed.com/dictionary/telemicroscope_n
uranopathy,noun,1868,0,Emotional or sentimental responsiveness to…,compound,,,Not in use,,,https://doi.org/10.1093/OED/7411704664,http://www.oed.com/dictionary/uranopathy_n
wagsome,adjective,1868-,0,"Playful, facetious; waggish.",derivative,,,In current use,,,https://doi.org/10.1093/OED/2581829670,http://www.oed.com/dictionary/wagsome_adj
worthen,verb,1868-94,0,"transitive. To earn, win.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5001961231,http://www.oed.com/dictionary/worthen_v
colourism,noun,1869-,3,Chiefly U.S. Prejudice or discrimination against…,derivative,,,In current use,North American English/U.S. English,,https://doi.org/10.1093/OED/9726748567,http://www.oed.com/dictionary/colourism_n
devive,verb,1869-,1,"transitive. To render lifeless, devitalize.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1051722976,http://www.oed.com/dictionary/devive_v
donkeyhood,noun,1869-,1,The condition of being a donkey; donkeys collectively.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1315630813,http://www.oed.com/dictionary/donkeyhood_n
encomiac,adjective,1869-,0,Of or pertaining to eulogy; panegyrical.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1079070229,http://www.oed.com/dictionary/encomiac_adj
loamily,adverb,1869-,0,In the manner of loamy soil.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2171197301,http://www.oed.com/dictionary/loamily_adv
meet-helping,noun,1869,0,The action of a helpmeet.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1134583743,http://www.oed.com/dictionary/meet-helping_n
musery,noun,1869,0,Embellishment of the work of the Muses.,derivative,,,Not in use,,arts,https://doi.org/10.1093/OED/1462026764,http://www.oed.com/dictionary/musery_n2
practicalization,noun,1869-,2,Implementation; the action of putting into effect.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2886295087,http://www.oed.com/dictionary/practicalization_n
prosody bigot,noun,1869,0,A rigid follower of prosodic rules.,compound,,,Not in use,,arts/literature/prosody,https://doi.org/10.1093/OED/1181077483,http://www.oed.com/dictionary/prosody-bigot_n
snowmanship,noun,1869-,0,Skill in traversing snow.,compound,,,In current use,,,https://doi.org/10.1093/OED/3783138997,http://www.oed.com/dictionary/snowmanship_n
sonogram,noun,1869-,4,Frequently in form sonagram. Also with capital…,compound,,,In current use,,"sciences/medicine, sciences/physical sciences/physics/acoustics",https://doi.org/10.1093/OED/9653681980,http://www.oed.com/dictionary/sonogram_n
sonography,noun,1869-,4,Medicine. The technique or procedure of using…,compound,,,In current use,,sciences/medicine/radiology,https://doi.org/10.1093/OED/7717879495,http://www.oed.com/dictionary/sonography_n
storeholder,noun,1869-,1,"= storekeeper, n. 1.",compound,,,In current use,,,https://doi.org/10.1093/OED/1123908364,http://www.oed.com/dictionary/storeholder_n
