LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
exalt,verb,?a1400-,5,"In various figurative or… To praise, extol…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1450682764,http://www.oed.com/dictionary/exalt_v
riotry,noun,?a1400-,1,"Riotousness, esp. unruly or riotous behaviour.",derivative,,,In current use,,,https://doi.org/10.1093/OED/9208920699,http://www.oed.com/dictionary/riotry_n
buttress,verb,c1400-,5,"transitive. To furnish, strengthen, or stabilize…",conversion,,,In current use,,manufacturing and industry/building/architecture,https://doi.org/10.1093/OED/5495085196,http://www.oed.com/dictionary/buttress_v
meridian,adjective,c1400-,4,Of or relating to midday or noon; occuring or…,borrowing,,poetic and literary,In current use,,,https://doi.org/10.1093/OED/1036018229,http://www.oed.com/dictionary/meridian_adj
ray,noun,c1400-,6,A single line or narrow beam of light; each of…,borrowing,,,In current use,,sciences,https://doi.org/10.1093/OED/6550553330,http://www.oed.com/dictionary/ray_n5
sacramental,"adjective, noun",c1400-,5,"Pertaining to, or of the nature of, a sacrament…",borrowing,,,In current use,,religion and belief/religion/Christianity/liturgical,https://doi.org/10.1093/OED/3912194525,http://www.oed.com/dictionary/sacramental_adj
sergeantry,noun,c1400-1840,0,"= sergeanty, n. 1.",borrowing,,,Not in use,,law,https://doi.org/10.1093/OED/1017677860,http://www.oed.com/dictionary/sergeantry_n
virulent,adjective,c1400-,5,"Medicine. Of diseases, etc.: Characterized by…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/5939948490,http://www.oed.com/dictionary/virulent_adj
ignorant,"adjective, noun",?c1400-,5,Of a person: lacking knowledge or awareness…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5318472334,http://www.oed.com/dictionary/ignorant_adj
pregnant,"adjective, noun",1402-,6,Of a woman or other female mammal: having…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7908211690,http://www.oed.com/dictionary/pregnant_adj1
chinchery,noun,c1405-,0,"Miserliness, stinginess.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1000601877,http://www.oed.com/dictionary/chinchery_n
licentiate,noun,c1405-,4,One who has obtained a licence or… One who has…,borrowing,,,In current use,,education/university,https://doi.org/10.1093/OED/7275656617,http://www.oed.com/dictionary/licentiate_n
royalty,noun,c1405-,5,As a mass noun: royal persons collectively.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7185319979,http://www.oed.com/dictionary/royalty_n
tuft,noun,c1405-,5,A bunch (natural or artificial) of small things…,borrowing,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/5185164946,http://www.oed.com/dictionary/tuft_n
misrule,noun,?1406-,4,The condition of being misruled; disorder…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5134420479,http://www.oed.com/dictionary/misrule_n
diseasy,adjective,c1410-,0,Characterized by or causing discomfort or…,derivative,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/7772504514,http://www.oed.com/dictionary/diseasy_adj
manure,verb,1416-,4,transitive. To enrich (land) with manure; to…,borrowing,,,In current use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/5383081505,http://www.oed.com/dictionary/manure_v
convention,noun,1419-,6,A meeting of people for a particular purpose…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4811089369,http://www.oed.com/dictionary/convention_n
deject,verb,c1420-,4,"To depress in spirits; to cast down, dispirit…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6749922125,http://www.oed.com/dictionary/deject_v
pectoral,"noun, adjective",1422-,5,"Short for pectoral muscle, n. Usually in plural.",borrowing,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/8462849875,http://www.oed.com/dictionary/pectoral_n
water pump,noun,1422-,4,A pump for raising or moving water (or other fluid).,compound,,,In current use,,,https://doi.org/10.1093/OED/5466873922,http://www.oed.com/dictionary/water-pump_n
mental,"adjective, noun",?c1422-,6,Of or relating to the mind.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4706878400,http://www.oed.com/dictionary/mental_adj1
gospel perdurable,noun,a1425,0,A ‘gospel of the Holy Spirit’ supposed to…,compound,,,Not in use,,,https://doi.org/10.1093/OED/3217192159,http://www.oed.com/dictionary/gospel-perdurable_n
half moon,"noun, adjective",a1425-,4,The moon when half (or approximately half) of its…,compound,,,In current use,,,https://doi.org/10.1093/OED/8607054205,http://www.oed.com/dictionary/half-moon_n
martial,"adjective, noun",a1425-,5,Of or relating to battle or war; military.,borrowing,,,In current use,,military,https://doi.org/10.1093/OED/9011750047,http://www.oed.com/dictionary/martial_adj
domestic,"adjective, noun",?a1425-,6,"Of or belonging to the home, house, or household…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6463044905,http://www.oed.com/dictionary/domestic_adj
eligible,"adjective, noun",?a1425-,6,Fit or deserving to be chosen; worthy of pursuing…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9095476167,http://www.oed.com/dictionary/eligible_adj
expression,noun,?a1425-,7,The action or process of conveying or showing…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3474205700,http://www.oed.com/dictionary/expression_n
mastership,noun,?a1425-,4,Mastery or thorough knowledge of a subject…,derivative,,,In current use,,,https://doi.org/10.1093/OED/8039020177,http://www.oed.com/dictionary/mastership_n
mediciner,noun,?a1425-,2,"A physician, a healer; a practitioner or teacher…",derivative,,"archaic, historical",In current use,Britain and Ireland/British English/Scottish English,sciences/medicine,https://doi.org/10.1093/OED/8236365396,http://www.oed.com/dictionary/mediciner_n
mollify,verb,?a1425-,4,transitive. To soften in temper or disposition…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7733719889,http://www.oed.com/dictionary/mollify_v
oblong,"adjective, noun",?a1425-,5,Elongated (usually as a deviation from an exact…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7099186959,http://www.oed.com/dictionary/oblong_adj
peacock's feather,noun,?a1425-,0,Any of the feathers of a peacock; spec. one of…,compound,,,In current use,,,https://doi.org/10.1093/OED/2846327517,http://www.oed.com/dictionary/peacocks-feather_n
sensitive,"adjective, noun",?a1425-,6,"Of a person, animal, part or organ of the body…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/3569825180,http://www.oed.com/dictionary/sensitive_adj
incumbent,noun,1425-,5,In general sense: The holder of any office.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7873254122,http://www.oed.com/dictionary/incumbent_n
possessory,adjective,1425-,4,Chiefly Law. Relating to a possessor; relating to…,borrowing,,,In current use,,law,https://doi.org/10.1093/OED/4925476432,http://www.oed.com/dictionary/possessory_adj
moonshine,"noun, adjective",c1425-,4,Appearance without substance; something…,compound,,,In current use,,,https://doi.org/10.1093/OED/1779247049,http://www.oed.com/dictionary/moonshine_n
mow,verb,c1425-,3,"intransitive. To make a face, to grimace…",conversion,,,In current use,,crafts and trades/hairdressing,https://doi.org/10.1093/OED/7776334909,http://www.oed.com/dictionary/mow_v3
plenitude,noun,c1425-,4,"Comparative fullness; abundance, amplitude, or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/7645761976,http://www.oed.com/dictionary/plenitude_n
rump,noun,c1425-,5,The part of an animal's body to which the tail is…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6381411696,http://www.oed.com/dictionary/rump_n1
ventilate,verb,c1425-,5,"transitive. To supply (a room, building, mine…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/7557108021,http://www.oed.com/dictionary/ventilate_v
boxing,noun,?c1425-,5,"The action or process of box, v.² (in various…",derivative,,,In current use,,,https://doi.org/10.1093/OED/4118689783,http://www.oed.com/dictionary/boxing_n1
king,verb,?c1425-,2,transitive with it as object. To act as or be a…,conversion,,,In current use,,,https://doi.org/10.1093/OED/6589735594,http://www.oed.com/dictionary/king_v
crotchet,"noun, adverb",1426-,4,Music. A note having a duration equal to half…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7887513411,http://www.oed.com/dictionary/crotchet_n1
enact,verb,1430-,6,Of a legislative authority: To make into an act…,derivative,,,In current use,,law,https://doi.org/10.1093/OED/2897205181,http://www.oed.com/dictionary/enact_v
enquerouresse,noun,c1430,0,A female inquisitor.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1004857064,http://www.oed.com/dictionary/enquerouresse_n
Moorish,adjective,1434-,5,Of or relating to the Moors; esp. designating or…,derivative,,,In current use,,"arts/decorative arts, manufacturing and industry/building/architecture",https://doi.org/10.1093/OED/5286318596,http://www.oed.com/dictionary/moorish_adj2
wineless,adjective,1436-,2,Lacking or destitute of wine.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9868623921,http://www.oed.com/dictionary/wineless_adj
venerable,"adjective, noun",1437-,5,Of persons: Worthy of being… As an epithet of…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9749215266,http://www.oed.com/dictionary/venerable_adj
mussel shell,noun,?a1439-,3,The shell of a mussel.,compound,,,In current use,,sciences/life sciences/animals/invertebrates/shells and shellfish,https://doi.org/10.1093/OED/2364098154,http://www.oed.com/dictionary/mussel-shell_n
obsidional,adjective,?a1439-,2,Of or relating to a siege; spec. designating a…,borrowing,,historical,In current use,,"crafts and trades/coins and banknotes, history/ancient history/classical history/Roman history, military",https://doi.org/10.1093/OED/3149865293,http://www.oed.com/dictionary/obsidional_adj
cockleshell,noun,?1440-,3,"The shell of a cockle (cockle, n.² 1a), esp. a…",compound,,,In current use,,sciences/life sciences/animals/invertebrates/shells and shellfish,https://doi.org/10.1093/OED/5432675502,http://www.oed.com/dictionary/cockleshell_n
mediate,adjective,?1440-,5,Intermediate; intervening or interposed in…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7508714798,http://www.oed.com/dictionary/mediate_adj
chequer,verb,c1440-,4,transitive. To give (something) an appearance…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1002534472,http://www.oed.com/dictionary/chequer_v
cream,verb,c1440-,4,"To work (butter and sugar, yolk of eggs and…",conversion,,,In current use,,,https://doi.org/10.1093/OED/9209148032,http://www.oed.com/dictionary/cream_v
frangible,adjective,c1440-,3,"Capable of being broken, breakable.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/7149349036,http://www.oed.com/dictionary/frangible_adj
overthrow,noun,c1440-,4,The action of overthrowing something; the fact of…,conversion,,,In current use,,,https://doi.org/10.1093/OED/9364026419,http://www.oed.com/dictionary/overthrow_n1
sallet,noun,c1440-,3,"In medieval armour, a light globular headpiece…",borrowing,,historical,In current use,,military/armour,https://doi.org/10.1093/OED/2205727641,http://www.oed.com/dictionary/sallet_n
checky,"adjective, noun",1443-,2,Somewhat colloquial. In general use: checked…,borrowing,,,In current use,,heraldry,https://doi.org/10.1093/OED/5533231324,http://www.oed.com/dictionary/checky_adj
churchwarden,noun,1443-,4,"In the pre-reformation Church in England, and…",compound,,,In current use,,religion and belief/religion/Christianity/Anglican Church,https://doi.org/10.1093/OED/4405124901,http://www.oed.com/dictionary/churchwarden_n
commonwealth,noun,1445-,5,"The people of a nation, state, etc., as a whole…",compound,,,In current use,,,https://doi.org/10.1093/OED/1489900940,http://www.oed.com/dictionary/commonwealth_n
cognition,noun,1447-,5,Philosophy. The action or faculty of knowing…,borrowing,,,In current use,,philosophy,https://doi.org/10.1093/OED/8247089327,http://www.oed.com/dictionary/cognition_n
office,verb,c1449-,2,intransitive. North American. To have or work in…,conversion,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/9163394999,http://www.oed.com/dictionary/office_v
parabolic,"adjective, noun",c1449-,5,Geometry. Of the form of or resembling a…,borrowing,,,In current use,,sciences/mathematics/geometry,https://doi.org/10.1093/OED/7968161140,http://www.oed.com/dictionary/parabolic_adj
upsetting,noun,c1449-,4,"The action of overturning, or fact of being overturned.",derivative,,,In current use,,,https://doi.org/10.1093/OED/8293122970,http://www.oed.com/dictionary/upsetting_n
gunshot,noun,a1450-,3,An act of firing a gun; an individual shot so…,compound,,,In current use,,military/weaponry/gunnery and firearms,https://doi.org/10.1093/OED/9521518256,http://www.oed.com/dictionary/gunshot_n
maidenly,"adjective, adverb",a1450-,4,"Of a quality, action, etc.: proper to or…",derivative,,,In current use,,,https://doi.org/10.1093/OED/2332076767,http://www.oed.com/dictionary/maidenly_adj
rivet,verb,a1450-,5,To secure or fasten with or as… transitive…,conversion,,,In current use,,,https://doi.org/10.1093/OED/5960381182,http://www.oed.com/dictionary/rivet_v
chich,verb,c1450,0,transitive. Of a hen: to call (her chicks). Cf…,variant,,,Not in use,,sciences/life sciences/animals/birds,https://doi.org/10.1093/OED/1832120715,http://www.oed.com/dictionary/chich_v
cityless,adjective,c1450-,2,Without a city or cities; having no cities. Also…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4984725705,http://www.oed.com/dictionary/cityless_adj
earl,verb,c1450,0,transitive. Perhaps: to be the lord of.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/9673099266,http://www.oed.com/dictionary/earl_v1
goldsmithess,noun,c1450,0,A female goldsmith.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6155145723,http://www.oed.com/dictionary/goldsmithess_n
marshal,verb,c1450-,5,"transitive. To arrange or set (things, material…",conversion,,,In current use,,military,https://doi.org/10.1093/OED/1421033572,http://www.oed.com/dictionary/marshal_v
persuade,verb,c1450-,6,transitive. To urge successfully to do something…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/2732907595,http://www.oed.com/dictionary/persuade_v
progenity,noun,c1450-,1,"= progeny, n. (in various senses).",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1079358898,http://www.oed.com/dictionary/progenity_n
range,verb,c1450-,6,intransitive. To vary within certain limits; to…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1145678649,http://www.oed.com/dictionary/range_v1
selion,noun,c1450-,3,A portion of land of indeterminate area…,borrowing,,historical,In current use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/4569725966,http://www.oed.com/dictionary/selion_n
manumission,noun,1452-,4,The action of manumitting a slave; the fact of…,borrowing,,historical,In current use,,,https://doi.org/10.1093/OED/4527081779,http://www.oed.com/dictionary/manumission_n
saddle,noun,1454-1717,0,"A type of chair or seat; a bench, a settle…",variant,,,Not in use,Britain and Ireland/British English/Scottish English,,https://doi.org/10.1093/OED/6400102116,http://www.oed.com/dictionary/saddle_n2
orthography,noun,a1460-,4,Correct or proper spelling; spelling according to…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4000513634,http://www.oed.com/dictionary/orthography_n
correspondent,"adjective, noun",c1460-,5,Answering to or agreeing with something else in…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1473387945,http://www.oed.com/dictionary/correspondent_adj
perquisition,noun,1461-,2,"A thorough or diligent search, esp. one made…",borrowing,,,In current use,,law,https://doi.org/10.1093/OED/3606618206,http://www.oed.com/dictionary/perquisition_n
hooping,noun,1463-,3,concrete. Hoop-iron.,derivative,,,In current use,,crafts and trades/coopering,https://doi.org/10.1093/OED/5879210286,http://www.oed.com/dictionary/hooping_n
coessential,adjective,1471-,2,"One in essence, having the same essence; esp. in…",derivative,,,In current use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/1164951770,http://www.oed.com/dictionary/coessential_adj
attorney,verb,a1475-1876,0,transitive. To appoint (someone) as one's legal…,conversion,,,Not in use,,law,https://doi.org/10.1093/OED/8090518405,http://www.oed.com/dictionary/attorney_v
microcosm,noun,a1475-,5,"More generally: a place, situation, etc…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/4246376828,http://www.oed.com/dictionary/microcosm_n
mingle,verb,a1475-,5,"transitive. To bring together, intersperse, or…",derivative,,,In current use,,,https://doi.org/10.1093/OED/2724631250,http://www.oed.com/dictionary/mingle_v
sentential,adjective,a1475-,4,Pertaining to a sentence or series of words in…,borrowing,,,In current use,,language/linguistics/grammar,https://doi.org/10.1093/OED/9161896741,http://www.oed.com/dictionary/sentential_adj
term,verb,a1475-,6,transitive. To bring to an end or conclusion; to…,conversion,,,In current use,,,https://doi.org/10.1093/OED/6739309577,http://www.oed.com/dictionary/term_v
unjustice,noun,a1475-,2,Injustice; unfairness; unjust action or…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5151318334,http://www.oed.com/dictionary/unjustice_n
sinistral,"adjective, noun",?a1475-,4,Situated on the left side; of or relating to the…,borrowing,,,In current use,,sciences,https://doi.org/10.1093/OED/1126821492,http://www.oed.com/dictionary/sinistral_adj
synonym,noun,?a1475-,5,"Strictly, a word having the same… Plural.",borrowing,,,In current use,,language/linguistics,https://doi.org/10.1093/OED/8009095905,http://www.oed.com/dictionary/synonym_n
syllable,verb,c1475-,4,To utter or express in (or as in) syllables or…,conversion,,,In current use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/5040627028,http://www.oed.com/dictionary/syllable_v
corpulence,noun,1477-,3,"Bulk of body; over-bulkiness, obesity.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1184628070,http://www.oed.com/dictionary/corpulence_n
wintering,noun,1477-,4,"The keeping or tending of cattle, sheep, etc…",derivative,,,In current use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/8501405231,http://www.oed.com/dictionary/wintering_n
whinyard,noun,1478-,1,"A short-sword, a hanger.",unknown,,historical,In current use,,military/weaponry,https://doi.org/10.1093/OED/4581518059,http://www.oed.com/dictionary/whinyard_n
stone-blind,adjective,c1480-,3,Blind as a stone; completely blind. literal.,compound,,,In current use,,,https://doi.org/10.1093/OED/1203968419,http://www.oed.com/dictionary/stone-blind_adj
burl,verb,1483-,3,"transitive. To dress (cloth), esp. by removing…",conversion,,,In current use,,crafts and trades/textiles,https://doi.org/10.1093/OED/5191437615,http://www.oed.com/dictionary/burl_v1
septenary,"adjective, noun",c1484-,3,A group or set of seven.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3519831398,http://www.oed.com/dictionary/septenary_adj
scupper,noun,1485-,3,Nautical. Chiefly plural. An opening in a ship's…,derivative,,,In current use,,transport/nautical,https://doi.org/10.1093/OED/7628322538,http://www.oed.com/dictionary/scupper_n
momentary,"adjective, adverb",c1485-,5,Lasting only a moment; of only a moment's…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9025584535,http://www.oed.com/dictionary/momentary_adj
wing,verb,1486-,5,intransitive (†occasionally reflexive). To use…,conversion,,,In current use,,,https://doi.org/10.1093/OED/5339725834,http://www.oed.com/dictionary/wing_v
stab,verb,1487-,5,transitive. To wound (often to kill) with a…,variant,,,In current use,,"military/weaponry, sciences/medicine",https://doi.org/10.1093/OED/4839575786,http://www.oed.com/dictionary/stab_v
mischanced,adjective,1488-1875,0,"Unlucky, unfortunate, ill-fated.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/7237297970,http://www.oed.com/dictionary/mischanced_adj
countable,adjective,1495-,4,Capable or proper to be counted or numbered; numerable.,borrowing,,,In current use,,sciences/mathematics,https://doi.org/10.1093/OED/1192429566,http://www.oed.com/dictionary/countable_adj
snap,noun,1495-,5,"A quick, sharp sound or report.",conversion,,,In current use,,,https://doi.org/10.1093/OED/1591198185,http://www.oed.com/dictionary/snap_n
annex,noun,1499-,4,A subsidiary building joined to or associated…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6397290212,http://www.oed.com/dictionary/annex_n
glum,noun,?1499-,4,"Glumness, sullenness.",conversion,,,In current use,,,https://doi.org/10.1093/OED/9440824716,http://www.oed.com/dictionary/glum_n
earmark,noun,a1500-,4,figurative. An identifying mark or feature. Also…,compound,,,In current use,,,https://doi.org/10.1093/OED/1216991273,http://www.oed.com/dictionary/earmark_n
fontal,"adjective, noun",a1500-,2,That is the source or origin of other things…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7860578439,http://www.oed.com/dictionary/fontal_adj
heavenliness,noun,a1500-,2,The state or quality of being heavenly in origin…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2878537547,http://www.oed.com/dictionary/heavenliness_n
sunburnt,adjective,a1500-,4,"Of a person or a person's face, limbs, etc…",compound,,,In current use,,sciences/medicine/pathology,https://doi.org/10.1093/OED/3700381102,http://www.oed.com/dictionary/sunburnt_adj
traversable,adjective,a1500-,3,That may be traversed or crossed. Also figurative.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3417866682,http://www.oed.com/dictionary/traversable_adj
whist,adjective,a1500-,3,"Silent, quiet, still, hushed; making no sound…",conversion,,archaic,In current use,,,https://doi.org/10.1093/OED/3952936090,http://www.oed.com/dictionary/whist_adj1
field wife,noun,?a1500-1617,0,a. A peasant woman; b. a woman who is taken from…,compound,,,Not in use,,law,https://doi.org/10.1093/OED/1064517064,http://www.oed.com/dictionary/field-wife_n
type,noun,?a1500-,7,That by which something is symbolized or figured…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7118436622,http://www.oed.com/dictionary/type_n
Christdom,noun,c1500-1843,0,The parts of the world where Christianity is the…,derivative,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/1008693351,http://www.oed.com/dictionary/christdom_n
course,verb,c1500-,5,"intransitive. Of fluid, a current, etc.: to move…",conversion,,,In current use,,,https://doi.org/10.1093/OED/6859355230,http://www.oed.com/dictionary/course_v
incend,verb,?1504-1872,0,"transitive. To kindle, set alight, set on fire…",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/8529740464,http://www.oed.com/dictionary/incend_v
knavate,noun,c1506,0,"A knave, a rogue.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5484478037,http://www.oed.com/dictionary/knavate_n
fin,verb,1508-,4,"intransitive. To swim, as a fish; hence used of…",conversion,,,In current use,,"sciences/life sciences/animals/fish, sport and leisure/sport/swimming/diving",https://doi.org/10.1093/OED/6351337131,http://www.oed.com/dictionary/fin_v
sovereignful,adjective,1508,0,Befitting or worthy of a sovereign; noble.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2083087135,http://www.oed.com/dictionary/sovereignful_adj
blandiment,noun,?1510-,0,"A statement or action that uses charm, flattery…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6525748464,http://www.oed.com/dictionary/blandiment_n
scaling,noun,a1513-,4,"Climbing, mounting; escalade.",derivative,,,In current use,,military,https://doi.org/10.1093/OED/8491365055,http://www.oed.com/dictionary/scaling_n1
subchet,noun,?a1513,0,"Probably: = sub-charge, n. 1.",variant,,,Not in use,,,https://doi.org/10.1093/OED/1978696061,http://www.oed.com/dictionary/subchet_n
flake,verb,1513-,5,To break or rub away or off in flakes; to take…,conversion,,,In current use,,,https://doi.org/10.1093/OED/4451589273,http://www.oed.com/dictionary/flake_v1
dog,verb,1519-,5,transitive. To follow like a dog on the heels of…,conversion,,,In current use,,,https://doi.org/10.1093/OED/3730924572,http://www.oed.com/dictionary/dog_v1
gorbelly,noun,1519-1888,0,A protuberant belly. Obsolete.,compound,,,Not in use,,,https://doi.org/10.1093/OED/5512719923,http://www.oed.com/dictionary/gorbelly_n
heart of grace,noun,c1520-,3,to take heart of grace (and variants): to pluck…,uncertain,,,In current use,,,https://doi.org/10.1093/OED/7138523338,http://www.oed.com/dictionary/heart-of-grace_n
evade,verb,a1522-,5,"transitive. To escape or avoid (attack, pursuit…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1083990297,http://www.oed.com/dictionary/evade_v
potestolate,noun,1522,0,Perhaps: a ruler; a powerful person.,variant,,,Not in use,,,https://doi.org/10.1093/OED/1295797666,http://www.oed.com/dictionary/potestolate_n
economicar,noun,1523,0,A writer or authority on household management…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1398788223,http://www.oed.com/dictionary/economicar_n
rosabel,noun,1523,0,A beautiful rose.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1132522334,http://www.oed.com/dictionary/rosabel_n
pollard,"adjective, noun",?1523-,3,Of a tree: that is a pollard (see B.4)…,derivative,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/9292868168,http://www.oed.com/dictionary/pollard_adj
bosom,verb,a1525-,4,"transitive. To take to the bosom, embrace…",conversion,,,In current use,,,https://doi.org/10.1093/OED/1008680113,http://www.oed.com/dictionary/bosom_v
annihilment,noun,1526,0,"Annihilation, complete destruction.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4912229878,http://www.oed.com/dictionary/annihilment_n
maintenantly,adverb,1528-77,0,"= maintenant, adv.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/9494642118,http://www.oed.com/dictionary/maintenantly_adv
syllogistical,adjective,1528-,2,"= syllogistic, adj.",borrowing,,,In current use,,philosophy/logic,https://doi.org/10.1093/OED/1154869449,http://www.oed.com/dictionary/syllogistical_adj
calodemonial,adjective,a1529,0,Of or pertaining to beautiful or good spirits.,compound,,,Not in use,,religion and belief/mythology/classical mythology,https://doi.org/10.1093/OED/5440136289,http://www.oed.com/dictionary/calodemonial_adj
crafter,noun,a1529-,3,"A person who practises, or is employed in, a…",derivative,,,In current use,,arts/visual arts,https://doi.org/10.1093/OED/7816288914,http://www.oed.com/dictionary/crafter_n
hobby,verb,a1529,0,intransitive. To hunt game with a trained hobby…,conversion,,,Not in use,,"sport and leisure/hunting, fishing, and shooting/hawking and falconry",https://doi.org/10.1093/OED/9067093536,http://www.oed.com/dictionary/hobby_v
key-cold,"adjective, noun",1529-,2,Extremely cold; devoid of heat (sometimes with…,compound,,poetic and literary,In current use,,,https://doi.org/10.1093/OED/4165267054,http://www.oed.com/dictionary/key-cold_adj
sanctification,noun,a1530-,5,Theology. The action of the Holy Spirit in…,borrowing,,,In current use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/8807759670,http://www.oed.com/dictionary/sanctification_n
subsistent,"adjective, noun",a1530-,4,Providing a means of subsistence; adequate to…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7024196461,http://www.oed.com/dictionary/subsistent_adj
bias,"noun, adjective, adverb",1530-,6,Tendency to favour or dislike a person or thing…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8048838144,http://www.oed.com/dictionary/bias_n
grapple,noun,1530-,4,"The action of grappling, or grappling with; the…",borrowing,,,In current use,,"sport and leisure/sport/wrestling, transport/nautical/navy",https://doi.org/10.1093/OED/4316599119,http://www.oed.com/dictionary/grapple_n
hoble,verb,1530,0,intransitive. To use a net for catching birds; to…,variant,,,Not in use,,"sport and leisure/hunting, fishing, and shooting/hunting",https://doi.org/10.1093/OED/1185614466,http://www.oed.com/dictionary/hoble_v
imburse,verb,c1530-,3,transitive. To put into one's (or a) purse; to…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/2263781850,http://www.oed.com/dictionary/imburse_v
explore,verb,1531-,6,transitive. To travel to or around (an uncharted…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1120165755,http://www.oed.com/dictionary/explore_v
moulder,verb,1531-,4,intransitive. To decay to dust; to rot; to…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5387463935,http://www.oed.com/dictionary/moulder_v
prejudge,verb,1531-,4,transitive. To pass judgement or pronounce…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1103027158,http://www.oed.com/dictionary/prejudge_v
serve-image,noun,1531,0,A person who worships images or idols; an idolater.,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1049074328,http://www.oed.com/dictionary/serve-image_n
turnagain,"adjective, noun",1531-,1,A component of a bobbin-net machine that reverses…,conversion,,,In current use,,,https://doi.org/10.1093/OED/5100111751,http://www.oed.com/dictionary/turnagain_adj
cruciate,verb,1532-,4,transitive. To afflict with grievous pain or…,borrowing,,archaic,In current use,,,https://doi.org/10.1093/OED/1197465663,http://www.oed.com/dictionary/cruciate_v
