LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
entreated,"adjective, noun",1567-,2,Of a person: that is or has been entreated…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5940090396,http://www.oed.com/dictionary/entreated_adj
fickle-force,noun,1567,0,(See quot. 1567.),compound,,,Not in use,,,https://doi.org/10.1093/OED/1764722381,http://www.oed.com/dictionary/fickle-force_n
hurtfoot,noun,1567,0,That which hurts the foot.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1448835730,http://www.oed.com/dictionary/hurtfoot_n
select,verb,1567-,6,transitive. To choose or pick out in preference…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9924846825,http://www.oed.com/dictionary/select_v
snaky,adjective,1567-,3,Formed or composed of snakes.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3415767564,http://www.oed.com/dictionary/snaky_adj
trafficking,noun,1567-,5,"The action of traffic, v. in various other…",derivative,,,In current use,,economics and commerce,https://doi.org/10.1093/OED/4300950350,http://www.oed.com/dictionary/trafficking_n
knaifatic,adjective,1568,0,"Knavish; dishonest, unscrupulous.",derivative,,,Not in use,Britain and Ireland/British English/Scottish English,,https://doi.org/10.1093/OED/4613321873,http://www.oed.com/dictionary/knaifatic_adj
transnatural,adjective,1569-,2,Of which the nature is transmuted.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1170653089,http://www.oed.com/dictionary/transnatural_adj
calvish,adjective,1570-,1,"Resembling a calf, calf-like; doltish, stupid.",derivative,,,In current use,,,https://doi.org/10.1093/OED/5490617192,http://www.oed.com/dictionary/calvish_adj
cheapable,adjective,1570,0,Perhaps: having monetary value.,derivative,,,Not in use,,economics and commerce/finance,https://doi.org/10.1093/OED/6120531280,http://www.oed.com/dictionary/cheapable_adj
firkin,verb,1570-,1,(transitive) to store up in firkins.,conversion,,,In current use,,,https://doi.org/10.1093/OED/7552710254,http://www.oed.com/dictionary/firkin_v
harmonic,"adjective, noun",1570-,5,Music. Relating to harmony (as distinct from…,borrowing,,,In current use,,"arts/performing arts/music, sciences",https://doi.org/10.1093/OED/6564612225,http://www.oed.com/dictionary/harmonic_adj
share,verb,1570-,6,transitive. To have a part or portion of…,conversion,,,In current use,,,https://doi.org/10.1093/OED/6129143380,http://www.oed.com/dictionary/share_v2
statical,adjective,1570-,4,Originally: †relating to weight or the…,borrowing,,,In current use,,sciences,https://doi.org/10.1093/OED/1122041174,http://www.oed.com/dictionary/statical_adj
wolfish,adjective,1570-,4,"Characteristic of, befitting, or resembling that…",derivative,,,In current use,,sciences/life sciences/animals,https://doi.org/10.1093/OED/6101684012,http://www.oed.com/dictionary/wolfish_adj
ubiquitary,"noun, adjective",?1570-,2,"Present, appearing, or found… Of a class or type…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6310574633,http://www.oed.com/dictionary/ubiquitary_n
vulgarity,noun,?1570-,5,The character or condition of ordinary or common…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6067671319,http://www.oed.com/dictionary/vulgarity_n
dinner,verb,?c1570-,4,intransitive. To eat dinner; to dine. Also…,conversion,,,In current use,,,https://doi.org/10.1093/OED/9173036457,http://www.oed.com/dictionary/dinner_v
heave,noun,a1571-,4,"An act of heaving, in various senses; a lift; an…",conversion,,,In current use,,,https://doi.org/10.1093/OED/5658969947,http://www.oed.com/dictionary/heave_n
lodging-room,noun,1571-,2,"A sleeping apartment, bedroom. (Now local.)",compound,,,In current use,,,https://doi.org/10.1093/OED/9098132414,http://www.oed.com/dictionary/lodging-room_n
sprigged,adjective,1572-,3,Embellished or ornamented with a… Bearing a…,derivative,,,In current use,,crafts and trades/textiles,https://doi.org/10.1093/OED/9893518929,http://www.oed.com/dictionary/sprigged_adj1
break hedge,noun,1573,0,A trespasser.,compound,,,Not in use,,law,https://doi.org/10.1093/OED/3412482879,http://www.oed.com/dictionary/break-hedge_n
ludent,noun,1573,0,A player.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6097559775,http://www.oed.com/dictionary/ludent_n
muskmelon,noun,1573-,3,The edible fruit of the melon (Cucumis melo…,compound,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/1092861162,http://www.oed.com/dictionary/muskmelon_n
toppingly,adjective,1573,0,Perhaps: relating to cheese or cheese-making (see…,derivative,,,Not in use,,consumables/food and cooking/cheese,https://doi.org/10.1093/OED/1041373051,http://www.oed.com/dictionary/toppingly_adj1
trive,verb,1573,0,"transitive. = contrive, v.¹",shortening,,,Not in use,,,https://doi.org/10.1093/OED/3341490831,http://www.oed.com/dictionary/trive_v
consistency,noun,1574-,6,"The degree to which a substance, (now) esp. a…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1447445370,http://www.oed.com/dictionary/consistency_n
monstrousness,noun,1574-,3,The quality of being monstrous (in various senses…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5163705091,http://www.oed.com/dictionary/monstrousness_n
start-away,noun,1574-1840,0,"a. A deserter, a renegade; b. poetic an act of…",compound,,poetic and literary,Not in use,,,https://doi.org/10.1093/OED/1537588288,http://www.oed.com/dictionary/start-away_n
subscriber,noun,1574-,5,A person who makes a regular payment in return…,derivative,,,In current use,,economics and commerce,https://doi.org/10.1093/OED/1167152574,http://www.oed.com/dictionary/subscriber_n
Zebedist,noun,1574,0,A person who seeks advancement or high office.,proper name,,,Not in use,,,https://doi.org/10.1093/OED/8967845762,http://www.oed.com/dictionary/zebedist_n
beleve,noun,1575,0,"= leave, n.¹",conversion,,,Not in use,,,https://doi.org/10.1093/OED/8023031648,http://www.oed.com/dictionary/beleve_n
hobbler,noun,1575-,2,A person who hobbles or limps; a person who walks…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5940725191,http://www.oed.com/dictionary/hobbler_n2
licentiate,verb,1575-,2,"transitive. To give liberty to; to allow, permit…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/8798963562,http://www.oed.com/dictionary/licentiate_v
pat,verb,1575,0,transitive. To produce (an answer) pat.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/7850699549,http://www.oed.com/dictionary/pat_v2
tphrowh,interjection,1575,0,An exclamation to arrest or call attention: cf…,imitative,,,Not in use,,,https://doi.org/10.1093/OED/4572443415,http://www.oed.com/dictionary/tphrowh_int
disknowledge,verb,1576,0,"transitive. To put out of knowledge, make…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1046094278,http://www.oed.com/dictionary/disknowledge_v
onomastic,"noun, adjective",1576-,3,"Of, relating to, or connected with names or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/8158641811,http://www.oed.com/dictionary/onomastic_n
quarrelsome,adjective,1576-,4,Inclined to quarrel; given to or characterized by…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2781438455,http://www.oed.com/dictionary/quarrelsome_adj
wed-spite,adjective,a1577,0,"= spite-wed, adj.",compound,,,Not in use,,,https://doi.org/10.1093/OED/1594418490,http://www.oed.com/dictionary/wed-spite_adj
clogging,noun,1577-,4,"The action of clog, v. (in various senses of…",derivative,,,In current use,,,https://doi.org/10.1093/OED/3076479933,http://www.oed.com/dictionary/clogging_n
Jack mate,noun,1577,0,A person or party able to contend with another on…,compound,,,Not in use,,,https://doi.org/10.1093/OED/3559928947,http://www.oed.com/dictionary/jack-mate_n
Platonize,verb,1577-,3,intransitive. To follow the doctrine of Plato; to…,borrowing,,,In current use,,philosophy,https://doi.org/10.1093/OED/6243066528,http://www.oed.com/dictionary/platonize_v
poll-mad,adjective,1577,0,Mad-brained.,compound,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/1020245302,http://www.oed.com/dictionary/poll-mad_adj
scribble,noun,1577-,4,A quickly or carelessly composed piece of…,conversion,,,In current use,,arts/literature,https://doi.org/10.1093/OED/1024946458,http://www.oed.com/dictionary/scribble_n
seeing shop,noun,1577,0,"The faculty of sight (likened to a room, with the…",compound,,,Not in use,,,https://doi.org/10.1093/OED/1011094227,http://www.oed.com/dictionary/seeing-shop_n
syllepsis,noun,1577-,3,Grammar and Rhetoric. A figure by which a word…,borrowing,,,In current use,,"arts/literature/rhetoric, language/linguistics/grammar",https://doi.org/10.1093/OED/8484160624,http://www.oed.com/dictionary/syllepsis_n
mutterance,noun,?1577-,0,Muttering; a muttered utterance.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5637641353,http://www.oed.com/dictionary/mutterance_n
bulbous,adjective,1578-,4,Shaped like a bulb; rounded or spherical in…,derivative,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/9610222743,http://www.oed.com/dictionary/bulbous_adj
distance,verb,1578-,5,transitive (reflexive). To keep one's distance…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1078984575,http://www.oed.com/dictionary/distance_v
macrocephalus,noun,1578-,3,Medicine. A fetus with macrocephaly (now rare…,borrowing,,historical,In current use,,sciences/medicine,https://doi.org/10.1093/OED/4398250912,http://www.oed.com/dictionary/macrocephalus_n
topless,adjective,1578-,4,Of a woman: naked from the waist up; having…,derivative,,,In current use,,,https://doi.org/10.1093/OED/8667861400,http://www.oed.com/dictionary/topless_adj
upperplus,noun,1578,0,"Surplus, balance.",variant,,,Not in use,,,https://doi.org/10.1093/OED/8646749850,http://www.oed.com/dictionary/upperplus_n
waft,verb,1578-1782,0,transitive. To wave (the hand or something held…,variant,,,Not in use,,,https://doi.org/10.1093/OED/8509228361,http://www.oed.com/dictionary/waft_v2
pipe,verb,?1578-,4,"transitive. To convey (water, gas, oil, etc.)…",conversion,,,In current use,,,https://doi.org/10.1093/OED/3443688260,http://www.oed.com/dictionary/pipe_v3
epithet,noun,1579-,5,An adjective indicating some quality or attribute…,borrowing,,,In current use,,language/linguistics/grammar,https://doi.org/10.1093/OED/7922427323,http://www.oed.com/dictionary/epithet_n
flight,adjective,1579-1797,0,"Swift, fleet, fast-moving.",conversion,,,Not in use,,,https://doi.org/10.1093/OED/3809641751,http://www.oed.com/dictionary/flight_adj
gallantship,noun,1579,0,"With possessive adjective, as a mock title of…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/6537042783,http://www.oed.com/dictionary/gallantship_n
shady,adjective,1579-,5,"Shaded, protected by shade.",derivative,,,In current use,,,https://doi.org/10.1093/OED/8106120208,http://www.oed.com/dictionary/shady_adj
ninepins,noun,1580-,3,A game in which nine skittles are set up to be…,compound,,,In current use,,sport and leisure/sport/bowling,https://doi.org/10.1093/OED/8838613992,http://www.oed.com/dictionary/ninepins_n
remover,noun,1580-,4,A person or a thing that removes or takes…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4001180023,http://www.oed.com/dictionary/remover_n1
dunghillry,noun,1581,0,Base or despicable condition or behaviour.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5812800992,http://www.oed.com/dictionary/dunghillry_n
pennycratching,noun,1581,0,"(Probably) money-grubbing (cf. cratch, v. 2).",compound,,,Not in use,,,https://doi.org/10.1093/OED/1656465831,http://www.oed.com/dictionary/pennycratching_n
pettiship,noun,1581,0,Littleness; pettiness.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4091897189,http://www.oed.com/dictionary/pettiship_n
postparative,noun,1581,0,An action performed after an exercise by way of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1074326343,http://www.oed.com/dictionary/postparative_n
swingebreech,noun,1581,0,? One who struts or flaunts about.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3170307624,http://www.oed.com/dictionary/swingebreech_n
milliform,adjective,c1581,0,Of a thousand shapes or aspects.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3558419745,http://www.oed.com/dictionary/milliform_adj
bearbrat,noun,1582,0,A term of abuse for a person.,compound,,derogatory,Not in use,,,https://doi.org/10.1093/OED/1667413938,http://www.oed.com/dictionary/bearbrat_n
break league,noun,1582,0,A person who fails to keep the terms of a league…,compound,,,Not in use,,politics,https://doi.org/10.1093/OED/2200662408,http://www.oed.com/dictionary/break-league_n
breaklove,adjective,1582,0,That destroys love or ends loving relationship.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1182754703,http://www.oed.com/dictionary/breaklove_adj
chuffe chaffe,adjective,1582,0,Meaning uncertain: perhaps ‘swollen’ or ‘puffed…,variant,,,Not in use,,,https://doi.org/10.1093/OED/6675765853,http://www.oed.com/dictionary/chuffe-chaffe_adj
empeople,verb,1582-,1,transitive. To fill with people; to populate…,derivative,,"archaic, poetic and literary",In current use,,,https://doi.org/10.1093/OED/1185200874,http://www.oed.com/dictionary/empeople_v
franky,adjective,1582,0,Looking as if frank-fed; ‘stalled’.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1620411504,http://www.oed.com/dictionary/franky_adj
huff-puff,adjective,1582,0,Moved with every puff of wind.,compound,,,Not in use,,,https://doi.org/10.1093/OED/4899192460,http://www.oed.com/dictionary/huff-puff_adj
in-path,noun,1582,0,"A way that is no way, an impassable way.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1174611692,http://www.oed.com/dictionary/in-path_n
Jesuitry,noun,1582-,2,"The doctrines, principles, or practices followed…",derivative,,disparaging,In current use,,religion and belief/religion/Christianity/Roman Catholic Church,https://doi.org/10.1093/OED/3137590032,http://www.oed.com/dictionary/jesuitry_n
martialize,verb,1582-,1,transitive. To make martial; to provide with…,derivative,,,In current use,,military,https://doi.org/10.1093/OED/1830177511,http://www.oed.com/dictionary/martialize_v
pack paunch,noun,1582,0,"(Perhaps) a paunch like a pack, or a person with…",compound,,,Not in use,,,https://doi.org/10.1093/OED/8948528300,http://www.oed.com/dictionary/pack-paunch_n
shrill-bated,adjective,1582,0,With a shrill sound like the voices of people arguing.,compound,,poetic and literary,Not in use,,,https://doi.org/10.1093/OED/9366791453,http://www.oed.com/dictionary/shrill-bated_adj
snar-noise,noun,1582-,0,A snarling or angry noise.,compound,,,In current use,,,https://doi.org/10.1093/OED/1202051732,http://www.oed.com/dictionary/snar-noise_n
towelling,noun,1582-,3,Linen cloth to be made into towels; material for…,derivative,,,In current use,,crafts and trades/textiles,https://doi.org/10.1093/OED/5855492638,http://www.oed.com/dictionary/towelling_n
truch sprite,noun,1582,0,A spirit acting as interpreter or messenger.,,,,Not in use,,,https://doi.org/10.1093/OED/7003508577,http://www.oed.com/dictionary/truch-sprite_n
wind instrument,noun,1582-,3,Any musical instrument whose sound is made by…,compound,,,In current use,,arts/performing arts/music,https://doi.org/10.1093/OED/6441711671,http://www.oed.com/dictionary/wind-instrument_n
cannonry,noun,a1583-,2,Discharge of cannon; cannonading.,derivative,,historical,In current use,,military/weaponry/gunnery and firearms,https://doi.org/10.1093/OED/5355921012,http://www.oed.com/dictionary/cannonry_n
cupstantial,adjective,1583,0,"Arising from, or associated with, intoxication or…",variant,,humorous,Not in use,,,https://doi.org/10.1093/OED/7354865560,http://www.oed.com/dictionary/cupstantial_adj
depastor,noun,1583,0,"One who feeds upon, eats away, or consumes.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1025632198,http://www.oed.com/dictionary/depastor_n
fomblitude,noun,1583,0,A poor comparison.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6110150925,http://www.oed.com/dictionary/fomblitude_n
heel lifter,noun,1583,0,"A fugitive, a runaway.",compound,,,Not in use,,,https://doi.org/10.1093/OED/1014890969,http://www.oed.com/dictionary/heel-lifter_n
will-do-all,noun,1583,0,Money.,compound,,,Not in use,,economics and commerce,https://doi.org/10.1093/OED/1163056991,http://www.oed.com/dictionary/will-do-all_n
dissonancy,noun,1584-1748,0,"= dissonance, n. 1.",borrowing,,,Not in use,,arts/performing arts/music,https://doi.org/10.1093/OED/6299852081,http://www.oed.com/dictionary/dissonancy_n
fashionative,adjective,1584-1693,0,Concerned only with outward appearance; superficial.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6363363403,http://www.oed.com/dictionary/fashionative_adj
quatrain,noun,1584-,4,"A stanza of four lines, esp. one having alternate…",borrowing,,,In current use,,arts/literature,https://doi.org/10.1093/OED/9421167467,http://www.oed.com/dictionary/quatrain_n
disbishop,verb,1585-,0,transitive. To deprive of episcopal office or dignity.,derivative,,,In current use,,"religion and belief/religion/Christianity/ecclesiastical, religion and belief/religion/Christianity/liturgical",https://doi.org/10.1093/OED/8901555474,http://www.oed.com/dictionary/disbishop_v
money man,noun,1585-,4,†a. A lover of money; b. a financier or backer; a…,compound,,,In current use,,economics and commerce/finance,https://doi.org/10.1093/OED/1146524322,http://www.oed.com/dictionary/money-man_n
overboard,verb,1585-6,0,transitive. To throw overboard.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1066556164,http://www.oed.com/dictionary/overboard_v
divisionate,verb,a1586,0,"transitive. To make division of, divide.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4128174940,http://www.oed.com/dictionary/divisionate_v
incirclet,noun,a1586,0,A little circular curl or spiral.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4480240938,http://www.oed.com/dictionary/incirclet_n
loneliness,noun,a1586-,5,The feeling of being alone; the sense of…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2288273388,http://www.oed.com/dictionary/loneliness_n
panic,"adjective, noun",a1586-,6,"Of the nature of, resulting from, or exhibiting a…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1035383120,http://www.oed.com/dictionary/panic_adj
disyellow,verb,1586,0,transitive. To remove the yellow from; to rid of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5933259964,http://www.oed.com/dictionary/disyellow_v
musomastix,noun,1586,0,An enemy of the Muses.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1120818400,http://www.oed.com/dictionary/musomastix_n
tawdryne,noun,1586,0,"= tawdry, n.",arbitrary,,,Not in use,,crafts and trades/costume,https://doi.org/10.1093/OED/1060282071,http://www.oed.com/dictionary/tawdryne_n
with also,adverb,1586,0,"Also; = withal, adv. A.1a.",compound,,,Not in use,,,https://doi.org/10.1093/OED/1016490699,http://www.oed.com/dictionary/with-also_adv
breakdance,adjective,1587,0,That causes disturbance or disorder; disruptive.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7435398684,http://www.oed.com/dictionary/breakdance_adj
cracknut,"adjective, noun",1587-,0,Chiefly Scottish and English regional. A nut in…,compound,,,In current use,"Britain and Ireland/British English/English regional, Britain and Ireland/British English/Scottish English",,https://doi.org/10.1093/OED/1008576589,http://www.oed.com/dictionary/cracknut_adj
crotchet,verb,1587-1892,0,transitive. To sing or play (a piece) using…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/6853152659,http://www.oed.com/dictionary/crotchet_v
foreness,noun,1587,0,Priority.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2090305858,http://www.oed.com/dictionary/foreness_n
break-pulpit,noun,1588,0,"An impassioned, vehement, or bombastic preacher.",compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/5569789048,http://www.oed.com/dictionary/break-pulpit_n
popedomship,noun,1588,0,The office or authority of a pope.,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1960117156,http://www.oed.com/dictionary/popedomship_n
Zenocratically,adverb,1588,0,With the power or authority of Zeus (Jupiter in…,borrowing,,,Not in use,,religion and belief/mythology/classical mythology,https://doi.org/10.1093/OED/2125396636,http://www.oed.com/dictionary/zenocratically_adv
elderberriness,noun,1589-,0,"Used as a mock title, after highness, etc.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1165705828,http://www.oed.com/dictionary/elderberriness_n
fluent,"adjective, noun",1589-,5,"Of a speaker, etc.: Ready in the use of words…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/8437685533,http://www.oed.com/dictionary/fluent_adj
misnamer,noun,1589,0,"Puttenham's word for: metonymy. Cf. surnamer, n.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4916853232,http://www.oed.com/dictionary/misnamer_n
namefy,verb,1589,0,transitive. To mention by name.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9643607938,http://www.oed.com/dictionary/namefy_v
overreacher,noun,1589-,3,A person who attempts to pass beyond the limit of…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7525551332,http://www.oed.com/dictionary/overreacher_n
pistle,verb,1589,0,"transitive. To write an epistle upon, to satirize.",conversion,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/4186330774,http://www.oed.com/dictionary/pistle_v
proculstant,noun,1589,0,A Protestant.,borrowing,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/8291715554,http://www.oed.com/dictionary/proculstant_n
stir-strife,adjective,1589,0,That stirs or excites strife.,compound,,,Not in use,,,https://doi.org/10.1093/OED/8789482524,http://www.oed.com/dictionary/stir-strife_adj
stoop-frog,noun,1589,0,An oppressor of frogs (the King Stork of the fable).,compound,,,Not in use,,,https://doi.org/10.1093/OED/7321254926,http://www.oed.com/dictionary/stoop-frog_n
sunless,adjective,1589-,4,"Without any sunshine; not sunny; dark, overcast…",derivative,,,In current use,,,https://doi.org/10.1093/OED/8179852820,http://www.oed.com/dictionary/sunless_adj
surnamer,noun,1589-,0,"Puttenham's englishing of antonomasia, n.",derivative,,,In current use,,,https://doi.org/10.1093/OED/2641720205,http://www.oed.com/dictionary/surnamer_n
trianglify,verb,1589,0,transitive. To make into or arrange in a triangle…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5128667588,http://www.oed.com/dictionary/trianglify_v
turnway,noun,1589,0,A rhetorical device in which the speaker breaks…,compound,,,Not in use,,arts/literature/rhetoric,https://doi.org/10.1093/OED/7786351251,http://www.oed.com/dictionary/turnway_n1
windabout,"noun, adjective",1589-,0,That winds about; meandering.,compound,,,In current use,,,https://doi.org/10.1093/OED/9449846298,http://www.oed.com/dictionary/windabout_n
worshipfulty,noun,1589,0,"= worshipfulness, n. 2.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5596364192,http://www.oed.com/dictionary/worshipfulty_n
state,verb,a1590-,7,To express in speech or writing… transitive. With…,conversion,,,In current use,,,https://doi.org/10.1093/OED/6224669191,http://www.oed.com/dictionary/state_v
counterfort,noun,1590-,3,A buttress or projecting piece of… In Architecture.,borrowing,,,In current use,,military/fortification,https://doi.org/10.1093/OED/2058341656,http://www.oed.com/dictionary/counterfort_n
ergo,noun,1590-1867,0,The adverb ergo used as a name for itself; hence…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1039996572,http://www.oed.com/dictionary/ergo_n
finny,adjective,1590-,3,Provided with or having fins; finned.,derivative,,,In current use,,sciences/life sciences/animals/fish,https://doi.org/10.1093/OED/7015322987,http://www.oed.com/dictionary/finny_adj
halfen,adjective,1590,0,Halved. In quot. 1590: designating a partially…,variant,,poetic and literary,Not in use,,,https://doi.org/10.1093/OED/5731570910,http://www.oed.com/dictionary/halfen_adj
hazardise,noun,1590,0,"A hazardous position, a condition of peril or risk.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4109289943,http://www.oed.com/dictionary/hazardise_n
hersall,noun,1590,0,"In Spenser: = rehearsal, n.",shortening,,,Not in use,,,https://doi.org/10.1093/OED/5162278588,http://www.oed.com/dictionary/hersall_n
inchastity,noun,1590-1972,0,Want of chastity; unchastity.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8202932643,http://www.oed.com/dictionary/inchastity_n
scribble-scrabble,"adverb, noun, adjective",1590-,1,"A scribbled or scrawled message, drawing, etc…",compound,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/3953049577,http://www.oed.com/dictionary/scribble-scrabble_adv
wittiful,adjective,1590,0,"Full of ‘wit’, wise, sensible.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3355400117,http://www.oed.com/dictionary/wittiful_adj
concise,adjective,c1590-,5,Of speech or writing: Expressed in few words…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8854158936,http://www.oed.com/dictionary/concise_adj
motherage,noun,a1591,0,The condition or state of being a mother.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4158587312,http://www.oed.com/dictionary/motherage_n
crackle,noun,1591-,4,A sound made up of a rapid succession of short…,conversion,,,In current use,,,https://doi.org/10.1093/OED/3249395743,http://www.oed.com/dictionary/crackle_n
de-leave,verb,1591-,0,transitive (in passive). Of a tree or plant: to…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1114513988,http://www.oed.com/dictionary/de-leave_v
filibuster,noun,1591-,4,An act of obstruction in a legislative assembly…,borrowing,,,In current use,North American English/U.S. English,politics/parliament,https://doi.org/10.1093/OED/5242396939,http://www.oed.com/dictionary/filibuster_n
half-horsy,adjective,1591,0,"Designating a centaur. Cf. half-horse, n.",compound,,,Not in use,,religion and belief/mythology,https://doi.org/10.1093/OED/8946995569,http://www.oed.com/dictionary/half-horsy_adj
interprater,noun,1591-,0,One who prates at intervals.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8427914014,http://www.oed.com/dictionary/interprater_n
leaguer,noun,1591-,3,A member of a league; in reference to French…,derivative,,,In current use,,"history, politics/British politics",https://doi.org/10.1093/OED/5876451860,http://www.oed.com/dictionary/leaguer_n2
pretiefollie,noun,1591,0,The tree trefoil Medicago arborea (family…,variant,,,Not in use,,sciences/medicine/alternative medicine/herbalism,https://doi.org/10.1093/OED/8102726205,http://www.oed.com/dictionary/pretiefollie_n
stead mother,noun,1591,0,(See quot. 1591).,compound,,,Not in use,,,https://doi.org/10.1093/OED/7771365874,http://www.oed.com/dictionary/stead-mother_n
whelky,adjective,1591,0,Formed in a shell.,derivative,,,Not in use,,sciences/life sciences/animals/invertebrates/shells and shellfish,https://doi.org/10.1093/OED/7951955753,http://www.oed.com/dictionary/whelky_adj1
lecture,verb,a1592-,5,intransitive. To deliver a lecture or lectures…,conversion,,,In current use,,education,https://doi.org/10.1093/OED/1081612754,http://www.oed.com/dictionary/lecture_v
bull-begging,adjective,1592,0,That operates as a terror.,,,,Not in use,,,https://doi.org/10.1093/OED/9762216836,http://www.oed.com/dictionary/bull-begging_adj
card coney-catching,noun,1592,0,"Swindling by cheating at cards, card-sharping…",compound,,,Not in use,,sport and leisure/games/cards,https://doi.org/10.1093/OED/7446280834,http://www.oed.com/dictionary/card-coney-catching_n
columniation,noun,1592-,2,Architecture. ‘The employment of columns in a…,variant,,,In current use,,manufacturing and industry/building/architecture,https://doi.org/10.1093/OED/1046195846,http://www.oed.com/dictionary/columniation_n
cosmographize,verb,1592-,0,transitive. To describe the world in a map or…,derivative,,,In current use,,,https://doi.org/10.1093/OED/8465720169,http://www.oed.com/dictionary/cosmographize_v
idolatrize,verb,1592-,2,transitive. figurative. To demonstrate intense or…,derivative,,derogatory,In current use,,,https://doi.org/10.1093/OED/3263112941,http://www.oed.com/dictionary/idolatrize_v
ingle,noun,1592-,3,"A lover, a sexual partner; esp. a boy or young…",conversion,,historical,In current use,,,https://doi.org/10.1093/OED/8828908436,http://www.oed.com/dictionary/ingle_n2
metredom,noun,1592,0,Versifying; the writing of poetry.,derivative,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/4183678526,http://www.oed.com/dictionary/metredom_n
pampinulate,verb,1592,0,transitive. To cover with convoluted strands or…,borrowing,,,Not in use,,crafts and trades/textiles/needlework,https://doi.org/10.1093/OED/7242107841,http://www.oed.com/dictionary/pampinulate_v
roguery,noun,1592-,3,An action or practice characteristic of a rogue…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4645974425,http://www.oed.com/dictionary/roguery_n
scurrilitiship,noun,1592,0,? the state of persons who indulge in scurrility.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3042563052,http://www.oed.com/dictionary/scurrilitiship_n
